# x,y,Sxx,Syy,Sxy
1.114325279402091952e-03,9.090443097500083836e-02,8.753987728329953200e+00,-7.862133338934818028e-03
4.941051600253645523e-03,9.081732305343380440e-02,8.739452920219537901e+00,2.660800066813262532e-02
8.763683057730240270e-03,9.062007663059147566e-02,8.693854545381960008e+00,5.003013684507839898e-02
1.099916297600266463e-01,1.115040356059016774e-03,-1.969716281347255737e-02,2.776629453218204091e+00
1.098375686581501975e-01,4.938627371452597101e-03,5.661996792974077763e-03,2.789979866402754638e+00
1.094893985234600131e-01,8.749449214407310771e-03,3.425500743474252374e-02,2.811838200248262254e+00
1.098618580445626450e-02,9.045458137316655933e-02,8.655529650196351454e+00,6.848950436611600523e-02
1.479581370971212902e-02,9.008295541391762862e-02,8.580694052896696178e+00,1.294500418535351471e-01
1.859305419875226587e-02,8.960095964641545674e-02,8.475234711202254800e+00,1.795759905054317151e-01
2.079695889944660481e-02,8.926962383285989844e-02,8.396843854463700296e+00,2.291878108287725979e-01
2.456786331320848227e-02,8.861270386072683802e-02,8.261443213776738403e+00,3.191977463088053746e-01
2.831777415531584047e-02,8.784497569681221085e-02,8.095959498979903302e+00,3.980133549015274497e-01
3.049015929975311401e-02,8.734713593055251635e-02,7.984059737061461881e+00,4.701785397989644011e-01
3.419973809423450251e-02,8.640367855429118005e-02,7.791520882768024236e+00,5.894187640605719203e-01
3.787919264566314698e-02,8.534885011956064305e-02,7.569440750862432843e+00,6.965470351003277827e-01
4.000634874334729751e-02,8.468365518815448856e-02,7.422716996202227691e+00,7.910253034917058557e-01
4.363047332254865046e-02,8.345216835535038125e-02,7.178711073933361497e+00,9.330407690012298971e-01
4.721459741723167680e-02,8.210872421094947415e-02,6.906198014198354329e+00,1.061758645586585725e+00
4.928169526369602371e-02,8.127528456917101907e-02,6.729894321354827902e+00,1.174874639301175527e+00
5.279413287664933702e-02,7.975433185205363373e-02,6.443215973877347125e+00,1.331618697973355747e+00
5.625572126869231304e-02,7.812097492364569740e-02,6.129715773686427838e+00,1.473886516320932483e+00
5.824646977039246720e-02,7.711860581785398572e-02,5.929463449448131307e+00,1.595803171803518161e+00
6.161830223015136998e-02,7.530729399008746772e-02,5.608961249313713537e+00,1.758998793337511746e+00
6.492724855041837051e-02,7.338352269014999929e-02,5.263233926175120203e+00,1.906737709894023025e+00
6.682356886043558375e-02,7.221212267264565110e-02,5.045862560422809118e+00,2.031996881498989715e+00
7.002265976494366495e-02,7.011083591276666416e-02,4.705544780163963381e+00,2.187160145463458161e+00
7.314546132726590377e-02,6.789778425567964681e-02,4.344359505988977688e+00,2.325309919483990129e+00
7.492721839032795428e-02,6.655837329180371020e-02,4.128361647887315300e+00,2.434584413112803603e+00
7.791780360525742133e-02,6.416978135741063793e-02,3.772719752660107506e+00,2.572956013035916367e+00
8.081721710036693374e-02,6.167133163353502590e-02,3.397003166488709702e+00,2.693057362787039999e+00
8.246204400923017042e-02,6.016674331592573866e-02,3.193328730637947643e+00,2.786880974888799045e+00
8.520452098815568809e-02,5.749708940583440203e-02,2.861594984727904301e+00,2.890664918415348783e+00
8.783949232424424769e-02,5.472129823495660433e-02,2.514718304023232598e+00,2.977959387602734154e+00
8.932282804844349222e-02,5.305708541463334538e-02,2.334361819938952642e+00,3.047159628490567762e+00
9.177403169202530409e-02,5.011786966666557930e-02,2.029511749937926712e+00,3.109123746534059318e+00
9.410023018304136677e-02,4.707878559341539815e-02,1.714406301060193982e+00,3.154580162651967612e+00
9.539574688822254067e-02,4.526433139244220860e-02,1.567137353500611674e+00,3.178296209671960248e+00
9.750993728604147315e-02,4.207424196658470644e-02,1.311390506966745306e+00,3.193828423043285625e+00
9.948108452826792680e-02,3.879386327098725828e-02,1.049726833092083922e+00,3.196049078948544064e+00
1.005616221201690308e-01,3.684353066130279658e-02,9.454551151008216969e-01,3.180933603668212317e+00
1.022924254884423623e-01,3.343034307530561022e-02,7.485117656372503037e-01,3.155990434753984886e+00
1.038626676915687524e-01,2.994039918460530275e-02,5.493299573570720185e-01,3.122984396010375363e+00
1.047018255091780314e-01,2.787451011953606672e-02,4.895896142166733522e-01,3.080054517131044278e+00
1.060053460771396144e-01,2.427652373801448063e-02,3.546681280016689142e-01,3.032222205726658792e+00
1.071328196170121538e-01,2.061956625211467525e-02,2.202675263163728081e-01,2.982860972764472596e+00
1.077072399188593460e-01,1.846486459469488459e-02,1.943633660502785965e-01,2.933938661380539603e+00
1.085461969750026318e-01,1.473121568888797854e-02,1.176923421896280963e-01,2.887952053094779981e+00
1.091973951197854897e-01,1.096029664272007292e-02,4.318326779775172319e-02,2.846541416440780736e+00
