# x,y,Sxx,Syy,Sxy
1.067518703937225290e-03,8.333004270945447434e-02,7.652375188572048792e+00,-3.468659368622839523e-03
4.734657457309889364e-03,8.326842936651286664e-02,7.646083223796634520e+00,1.263834331432800440e-02
8.399657729620273530e-03,8.312888363365020239e-02,7.626035691504132075e+00,2.395345079322330761e-02
1.199898765773863840e-01,1.068887384606075422e-03,-2.718385208233253802e-02,3.740893427625374912e+00
1.198065147883275172e-01,4.729978009700203448e-03,3.206925195393395267e-02,3.745884518093679283e+00
1.193929851132807390e-01,8.372273865223997871e-03,8.611926475732833985e-02,3.737231493595286835e+00
1.053148571049526000e-02,8.301179848827092145e-02,7.610534295850295727e+00,3.173766993221360799e-02
1.418968504923220735e-02,8.274865160282846022e-02,7.577784076209919562e+00,6.221193007529657315e-02
1.784139345795277692e-02,8.240706033275357889e-02,7.531232150424466809e+00,8.791886994912401221e-02
1.996348020646354637e-02,8.217212612180399556e-02,7.498794624508329676e+00,1.096244044100136428e-01
2.360134205218956255e-02,8.170568553275098234e-02,7.438682622556081370e+00,1.560821357882891114e-01
2.722812241924544435e-02,8.115974339034881524e-02,7.364487910286445782e+00,1.975545734727468528e-01
2.933357918292186367e-02,8.080537027275050410e-02,7.313559438546284319e+00,2.349247798371267848e-01
3.293895420360026111e-02,8.013249023825917694e-02,7.224844265828206602e+00,2.985936568557683302e-01
3.652824501500363114e-02,7.937852551565582893e-02,7.121935555650996008e+00,3.569606449750772903e-01
3.860956423299971574e-02,7.890233482258293685e-02,7.058179134519413367e+00,4.009462690832776843e-01
4.216908325751695524e-02,7.801850853140636366e-02,6.939768951889108806e+00,4.844354864075017808e-01
4.570690019299653017e-02,7.705148187729565779e-02,6.806526922936448898e+00,5.619191141843415949e-01
4.775565241019580354e-02,7.645029470426864537e-02,6.720969535322405264e+00,6.208149025877229832e-01
5.125417102140171488e-02,7.534963314047640748e-02,6.573291034012040512e+00,7.215220822411594348e-01
5.472450511759728575e-02,7.416311666504837863e-02,6.410245593411620924e+00,8.154869192701275082e-01
5.673096566616475656e-02,7.343294287126020392e-02,6.304714479861028842e+00,8.907893696585356125e-01
6.015087256484436679e-02,7.210817376612539686e-02,6.126333433569728371e+00,1.008136512262529649e+00
6.353493577895957811e-02,7.069437480419021869e-02,5.932271497645524860e+00,1.117748518401482372e+00
6.548761613575714013e-02,6.983043908552995227e-02,5.808429811479096649e+00,1.201250373133277982e+00
6.880796690776673497e-02,6.827299303793359087e-02,5.597501595382199824e+00,1.336003716562956800e+00
7.208324730915008360e-02,6.662289650408984021e-02,5.370513478685029263e+00,1.461532426983959132e+00
7.396830760078333677e-02,6.561974858796629229e-02,5.228522986466930256e+00,1.556297086194242674e+00
7.716374283967442071e-02,6.382002537402557685e-02,4.985540931509609308e+00,1.705956227752587484e+00
8.030283212851467567e-02,6.192376275373098760e-02,4.725572166931154783e+00,1.844326569380617231e+00
8.210335776122992812e-02,6.077554052150942188e-02,4.561127484435529844e+00,1.948464830673661830e+00
8.514278871169968232e-02,5.872348782067424167e-02,4.293298389718045449e+00,2.106849556849685889e+00
8.811197573643862746e-02,5.657108596630906761e-02,4.009186896444147941e+00,2.251537534971999044e+00
8.980711502622037989e-02,5.527203305368375008e-02,3.831312973574472203e+00,2.358443083761430081e+00
9.265217818615131828e-02,5.295823411505942019e-02,3.541389195475572738e+00,2.517784771505897634e+00
9.540982946207407500e-02,5.054096242181845000e-02,3.235120950691612762e+00,2.660821268280212593e+00
9.697380871533248237e-02,4.908632502217650379e-02,3.050379180584190664e+00,2.766297201786880322e+00
9.957718948157059935e-02,4.650385553179309933e-02,2.751670588647130433e+00,2.916704768510400836e+00
1.020721363701244944e-01,4.381653160405920427e-02,2.437390220872043045e+00,3.048229946763204801e+00
1.034733698870647922e-01,4.220414263689355183e-02,2.257643443467433286e+00,3.139024291970122782e+00
1.057775815823430166e-01,3.935183292041483094e-02,1.971601715074104977e+00,3.265053161230111467e+00
1.079483109123577783e-01,3.639672549929696965e-02,1.672910804773644067e+00,3.369926979829922509e+00
1.091491170827791624e-01,3.462956438312871088e-02,1.509124733543505403e+00,3.435866686823698668e+00
1.110867122499436394e-01,3.151689421083025966e-02,1.253765392278076707e+00,3.527170733894118282e+00
1.128625741038981473e-01,2.830926039907168817e-02,9.877661909827406550e-01,3.596548031326424422e+00
1.138203668211495018e-01,2.639897776898173301e-02,8.613507188721958308e-01,3.629472732772407451e+00
1.153172586258042476e-01,2.305232852471654145e-02,6.604064606690203121e-01,3.681766629668735469e+00
1.166234579860883358e-01,1.962680757006996998e-02,4.514581189576261089e-01,3.713961470105087148e+00
1.172944775002103673e-01,1.759751900962827978e-02,3.762841045134557305e-01,3.718202810304180872e+00
1.182781923943660579e-01,1.406609289256804257e-02,2.460122935502723207e-01,3.740389361317376427e+00
1.190463677685557609e-01,1.048164516632855287e-02,1.097898580747125319e-01,3.746002582221087174e+00
