# Sxx,Syy,Sxy,Smises,Exx,Eyy,Exy,Ux,Uy
3.948267271493756780e+00,2.180007228252846208e+00,-5.638487625727495178e-02,3.426883793516279031e+00,1.208099323278553072e-01,3.239693016580976609e-02,-2.819243812863747589e-03,6.347904821600378056e-02,7.606837947117119081e-03
3.944875088628408299e+00,2.190996208671140089e+00,-5.772703207910206968e-02,3.424805792906251423e+00,1.205453632151760601e-01,3.285141921731266068e-02,-2.886351603955103484e-03,6.202116881331663778e-02,7.299661069426537259e-03
3.951268990514404944e+00,2.194675674453014924e+00,-4.383754641796341889e-02,3.429743314908839658e+00,1.207391412136274988e-01,3.290947541055799785e-02,-2.191877320898170944e-03,6.334684406128530954e-02,6.350543877873509289e-03
3.949572540142340493e+00,2.187671228907480447e+00,-5.033009790893994140e-02,3.428157201668284415e+00,1.207630798939942629e-01,3.266801433225126339e-02,-2.516504895446997070e-03,6.334799018748533961e-02,6.982218869340226647e-03
3.941184714357521379e+00,2.201813590417352806e+00,-5.971694967850160740e-02,3.422552310111727447e+00,1.202717569081901416e-01,3.330320071118170189e-02,-2.985847483925080370e-03,6.050379594959503365e-02,7.034770034889851510e-03
4.109004982850076537e+00,1.963192038259364613e+00,-4.551973896229050132e-02,3.560547036703486157e+00,1.295477863786358153e-01,2.225713914910021352e-02,-2.275986948114525066e-03,1.851174783251063535e-02,2.436960450940543754e-02
4.102714455253872572e+00,1.983931075391145438e+00,-5.330079408075616421e-02,3.554893618094084218e+00,1.290526536296309201e-01,2.311348463649454121e-02,-2.665039704037808210e-03,2.778184860402345066e-02,2.485454656272477816e-02
4.108855939258724277e+00,1.973841605167286239e+00,-4.424103693471848064e-02,3.560110787232703800e+00,1.294090776576110602e-01,2.265836095303919162e-02,-2.212051846735924032e-03,2.143436880952619486e-02,2.493399384928199000e-02
4.103034415285421233e+00,1.961069067484797701e+00,-5.604585367961097825e-02,3.555808324272342613e+00,1.293504272296433499e-01,2.225215983961213728e-02,-2.802292683980548912e-03,2.152657057440809235e-02,2.367197594284052922e-02
4.103156869200098811e+00,1.972314305241510413e+00,-5.421661225375851156e-02,3.555562310701889217e+00,1.292144537794848169e-01,2.267232558155540811e-02,-2.710830612687925578e-03,2.443133450312806598e-02,2.427892413919953071e-02
4.115268920769597827e+00,1.964347805792224788e+00,-3.463074039040003882e-02,3.565652672674971324e+00,1.297682369564571170e-01,2.222218120758845394e-02,-1.731537019520001941e-03,1.506672647697832046e-02,2.502357514406903377e-02
3.916317111115538374e+00,2.555740808460879254e+00,-2.883982368663301488e-02,3.444234971860637984e+00,1.149151315610716928e-01,4.688631642833875068e-02,-1.441991184331650744e-03,4.223722636956642879e-02,1.692598317607637692e-03
3.932212696419079112e+00,2.516935007214844866e+00,-1.888378382021348167e-02,3.449812244291744268e+00,1.159962885255299003e-01,4.523240406531819913e-02,-9.441891910106740837e-04,4.348913511992432562e-02,1.347086673216609572e-03
3.923749357349631151e+00,2.527381506253784771e+00,-2.554290325993857635e-02,3.445085203044403688e+00,1.155483320724388641e-01,4.572993951764654091e-02,-1.277145162996928818e-03,4.309062967030118096e-02,1.620856456957062630e-03
3.916257486818972122e+00,2.577815472766385341e+00,-2.596146327075228577e-02,3.448019455073559669e+00,1.146369623461316323e-01,4.771486164350229042e-02,-1.298073163537614289e-03,4.165531961562538021e-02,1.488841380424497322e-03
3.924039130251117058e+00,2.547104089525201509e+00,-2.264502252608803501e-02,3.448539489933968749e+00,1.153126662653518597e-01,4.646591422905610447e-02,-1.132251126304401750e-03,4.257377728560131358e-02,1.426385534979562018e-03
3.915635415478263326e+00,2.535475924258648206e+00,-3.218250238168712807e-02,3.440341071129703110e+00,1.151428790272017721e-01,4.613490446622101060e-02,-1.609125119084356403e-03,4.276325760145464894e-02,1.906834025682458160e-03
3.307741513859516758e+00,3.890809396157708377e+00,-9.702159074881433476e-01,4.004212361873724646e+00,7.540518931776052369e-02,1.045585834326701047e-01,-4.851079537440716738e-02,2.976074370207630604e-02,4.853917217823455581e-03
3.356404843325054621e+00,3.751086050472384414e+00,-1.348081712112084718e+00,4.265900790032860712e+00,7.897660599378475421e-02,9.871066635115122168e-02,-6.740408560560423590e-02,2.906641037158058660e-02,6.141054604553206064e-03
3.316383137508300827e+00,3.908458014711277961e+00,-1.201597872017447610e+00,4.200477264784699294e+00,7.550864247267030649e-02,1.051123863328191632e-01,-6.007989360087237496e-02,2.933961314066878615e-02,5.432886015652005351e-03
3.337853397065239314e+00,3.713198795488517945e+00,-8.513613902257466393e-01,3.835289562982015621e+00,7.875451744633998885e-02,9.752178736750394261e-02,-4.256806951128733196e-02,3.001126038579586194e-02,4.897082076081653648e-03
3.345493715566080439e+00,3.739953687810021243e+00,-1.099077278958024539e+00,4.036273383226739675e+00,7.870659323610273983e-02,9.842959184829980224e-02,-5.495386394790122836e-02,2.953970680362042953e-02,5.447951136599935712e-03
3.275360126543552575e+00,4.074936252718094565e+00,-1.071447956125768375e+00,4.174950044008454597e+00,7.188930158640705059e-02,1.118681078951341279e-01,-5.357239780628841874e-02,2.955744644899559181e-02,4.759943210284688954e-03
4.010255112078660034e+00,1.899173655777344871e+00,-1.326728274444154421e+00,4.165748374490973127e+00,1.266448960057329209e-01,2.109082319066718503e-02,-6.633641372220772103e-02,2.498351132088392004e-02,1.234402106138348353e-02
4.110649741329627460e+00,1.611979923022134331e+00,-1.286645802960427742e+00,4.223269821044747907e+00,1.339996162620843423e-01,9.066125346709696942e-03,-6.433229014802138712e-02,2.356689332232014822e-02,1.354438835316517167e-02
4.074424439539240161e+00,1.729799494285714223e+00,-1.346145338442739092e+00,4.240462862183653314e+00,1.311684228041500866e-01,1.393717554147377857e-02,-6.730726692213695461e-02,2.419515243490544254e-02,1.303932228677659108e-02
3.972893935442560753e+00,1.975584701754535821e+00,-1.244962129390234207e+00,4.060520258092149781e+00,1.242887138071643305e-01,2.442325212276308388e-02,-6.224810646951170479e-02,2.526426258323121940e-02,1.213652060641296632e-02
4.041798325195138375e+00,1.794747893857646659e+00,-1.269098058935954620e+00,4.139453384457948637e+00,1.291330885215971058e-01,1.678056695472252002e-02,-6.345490294679773102e-02,2.443937424812464565e-02,1.282226831554796227e-02
4.042934200040871673e+00,1.836156419143993856e+00,-1.410363739472200173e+00,4.273254660173671837e+00,1.286580772622327729e-01,1.831918821738887093e-02,-7.051818697361000865e-02,2.476515042565104185e-02,1.253575990249236952e-02
4.495296898646669703e+00,5.028671237010473583e-01,-9.319539230055684520e-01,4.561320737822922133e+00,1.622877946529870385e-01,-3.733369409429410091e-02,-4.659769615027842260e-02,1.636430583747566087e-02,1.891351031053009266e-02
4.468013620465201008e+00,6.854199169958574700e-01,-1.023497154061696612e+00,4.529141190503858994e+00,1.589827618049968194e-01,-3.014692336847035747e-02,-5.117485770308483062e-02,1.767913009779609537e-02,1.795222361383984680e-02
4.481020686437656941e+00,5.945144714323868929e-01,-9.584243605232911634e-01,4.530418740986655202e+00,1.606068448485072908e-01,-3.371846590175620051e-02,-4.792121802616455817e-02,1.678479130588315243e-02,1.851627202891010723e-02
4.498661146248780440e+00,4.886755417038952665e-01,-9.666716176763795465e-01,4.591484756645262344e+00,1.625913487130305479e-01,-3.790793151421367746e-02,-4.833358088381897733e-02,1.678634392415965029e-02,1.881682933971304955e-02
4.483562238665548705e+00,5.852588831017713211e-01,-9.927574291478835633e-01,4.558236020600888949e+00,1.608178479111859183e-01,-3.409731986700292872e-02,-4.963787145739417817e-02,1.720990557856669906e-02,1.839242839390858170e-02
4.493205057035880579e+00,5.085450195354068725e-01,-8.929669409386997714e-01,4.533727223906224069e+00,1.621383768946529358e-01,-3.709462498037074951e-02,-4.464834704693498857e-02,1.587859867920014822e-02,1.904498491722076553e-02
4.210160921792851951e+00,2.017136243808546059e+00,-2.292481850778828267e+00,5.391497429686292087e+00,1.326668315196251058e-01,2.301559762040983337e-02,-1.146240925389414023e-01,2.621966489392577385e-02,1.101666062413549259e-02
3.975301880649475539e+00,2.300334499361278429e+00,-2.093015346874065319e+00,5.009209470222251603e+00,1.203196392823393523e-01,3.657127021792949684e-02,-1.046507673437032659e-01,2.657672307234609788e-02,1.041312889456221316e-02
4.127808237281922032e+00,2.015492497921582693e+00,-2.145759311332231523e+00,5.156965520958712190e+00,1.295991526740523092e-01,2.398336570603532003e-02,-1.072879655666115761e-01,2.617392004856794116e-02,1.103192202958691408e-02
4.152092893906317528e+00,2.303863218584162098e+00,-2.407992649319172340e+00,5.511541783265584193e+00,1.269051932891848700e-01,3.449370952307712068e-02,-1.203996324659586115e-01,2.669756408500756698e-02,1.028077228250341008e-02
4.068607649650050284e+00,2.288770772351803373e+00,-2.249040374568438416e+00,5.258752456789880014e+00,1.239631522074793324e-01,3.497130834256700904e-02,-1.124520187284219208e-01,2.661516698089938515e-02,1.037364659446594201e-02
4.279182034169095594e+00,1.717201796136476055e+00,-2.186273540486283196e+00,5.315198754198291908e+00,1.390043038296351341e-01,1.090529192800415714e-02,-1.093136770243141598e-01,2.570929833542909271e-02,1.173241563444423798e-02
3.879246585030945660e+00,2.805826380776685447e+00,-3.156202693965139139e-02,3.469828789054665741e+00,1.103989171789518942e-01,5.672790696623888906e-02,-1.578101346982569569e-03,3.743470480283577623e-02,1.091733173747138318e-03
