# Sxx,Syy,Sxy,Smises,Exx,Eyy,Exy,Ux,Uy
4.497874233133213551e+00,2.296171947493292897e-01,-3.091091124949052471e-01,4.420119086601974168e+00,1.658000688081288643e-01,-4.761278311106531547e-02,-1.545545562474526236e-02,6.275755999834805275e-03,2.206301521478790106e-02
4.484057488030840588e+00,1.744508598315352987e-01,-2.851083775810581145e-01,4.427055153828683309e+00,1.659715200532623225e-01,-4.950881135670293087e-02,-1.425541887905290572e-02,5.842847010144220504e-03,2.242300282002556919e-02
4.489639661032765794e+00,1.981031702327191724e-01,-3.150254987104406101e-01,4.427687940272531542e+00,1.658851976608197165e-01,-4.869162687918260346e-02,-1.575127493552203051e-02,6.412014777358761297e-03,2.222822257133137691e-02
4.501735094462471665e+00,2.421037403560011292e-01,-2.724073476137447991e-01,4.411004813696083993e+00,1.657887692878926567e-01,-4.719279841743084791e-02,-1.362036738068723996e-02,5.550692219563948052e-03,2.206091315577630996e-02
4.492936429518732844e+00,2.085376681098324303e-01,-2.803113098982313312e-01,4.419133684797310835e+00,1.658783952555795693e-01,-4.834154281486544025e-02,-1.401556549491156725e-02,5.727809042322556422e-03,2.223583521922594189e-02
4.494657741191369738e+00,2.197034329042568679e-01,-3.469301959087633946e-01,4.429876720170874194e+00,1.658033723833731710e-01,-4.794434303098249472e-02,-1.734650979543816973e-02,7.020509566338751367e-03,2.203220613073098716e-02
4.018852288281786755e+00,2.021932027960771983e+00,-3.929569460151105531e-02,3.481116076525397229e+00,1.254328104610573646e-01,2.558679744500660935e-02,-1.964784730075552766e-03,8.145803013507969814e-02,2.100906848648562836e-02
4.030214775314925113e+00,2.010116878630924475e+00,-3.459690067097009880e-02,3.490786314451731709e+00,1.260065930914231469e-01,2.500169825722309280e-02,-1.729845033548504940e-03,7.640542355713089706e-02,2.340363740601189915e-02
4.025184006896177280e+00,2.017198264641546057e+00,-4.018073844183650545e-02,3.486609299863830280e+00,1.257294219505873389e-01,2.533013483785575420e-02,-2.009036922091825272e-03,7.700420867493641686e-02,2.207502284395615813e-02
4.016622128564656613e+00,2.020279107326852674e+00,-3.269692863925036802e-02,3.478978369325985032e+00,1.253698409795889757e-01,2.555268991769876763e-02,-1.634846431962518401e-03,8.594458815532740603e-02,2.114177502551900165e-02
4.023353146164087235e+00,2.015401663227589069e+00,-3.393099375068875379e-02,3.484823627871095564e+00,1.256832221908084080e-01,2.528564804398350518e-02,-1.696549687534437689e-03,8.108663848257266493e-02,2.223795597712239364e-02
4.020552537462460663e+00,2.024135969872125074e+00,-4.611359748381282930e-02,3.482844170043541521e+00,1.254690205314407114e-01,2.564819215192393198e-02,-2.305679874190641465e-03,7.721164996941376479e-02,2.077428055262749151e-02
3.947269088438549733e+00,1.974273643512221010e+00,-8.865308325753346042e-01,3.747467291675129264e+00,1.233441702725428524e-01,2.469439802622641622e-02,-4.432654162876673021e-02,2.577655168980115888e-02,1.224989373632353988e-02
3.960515624285208425e+00,1.951685933659329963e+00,-7.756435635665337447e-01,3.683741056725089003e+00,1.241232617399536942e-01,2.368177720865977109e-02,-3.878217817832668723e-02,2.585019103281907191e-02,1.249506091815260483e-02
3.974362146395988837e+00,1.924367569655669463e+00,-8.477150176973946571e-01,3.742522363720134582e+00,1.249839858691537131e-01,2.248425703213774440e-02,-4.238575088486973286e-02,2.538955659712490570e-02,1.259050136287344530e-02
3.902353474539128619e+00,2.058822032708978789e+00,-8.589715969319522415e-01,3.694097467964730264e+00,1.206029798863550995e-01,2.842640779484759128e-02,-4.294857984659761208e-02,2.665831686739260700e-02,1.173902597587172560e-02
3.932804789700498738e+00,2.002645427019099422e+00,-8.196308107230378948e-01,3.690110119015243217e+00,1.224471117760299599e-01,2.593914364195998995e-02,-4.098154053615189751e-02,2.622450660906349568e-02,1.214473503049320370e-02
3.991566925710730018e+00,1.890778673818696021e+00,-9.192615004972659598e-01,3.807309550907431284e+00,1.260490262914186754e-01,2.100961369681697555e-02,-4.596307502486329799e-02,2.487252534370568494e-02,1.276928365407789534e-02
3.762218907623922970e+00,2.465991257358766564e+00,-3.996721972597816475e-01,3.381866149268736965e+00,1.102583183189125293e-01,4.544693580565470348e-02,-1.998360986298908237e-02,3.506213753105246606e-02,7.897987979215988219e-03
3.775087223115656254e+00,2.500310034823496341e+00,-3.165076240621778059e-01,3.371123933400930195e+00,1.103118954315434053e-01,4.657303601693540962e-02,-1.582538120310889029e-02,3.685986509032092295e-02,7.124011720116460791e-03
3.776982751637782965e+00,2.461548957529686721e+00,-3.546846464305708491e-01,3.377128605313092446e+00,1.108674912172957772e-01,4.509580151189096497e-02,-1.773423232152854245e-02,3.609624331368425226e-02,7.670811126885621403e-03
3.743392871458729676e+00,2.509846562899479494e+00,-4.130848606424800118e-01,3.380664954361687347e+00,1.090041506434588636e-01,4.732683521549635453e-02,-2.065424303212400059e-02,3.465411039826761519e-02,7.594086900146156290e-03
3.759723241478234890e+00,2.503151815177905526e+00,-3.653737081270790332e-01,3.374999799353896712e+00,1.097002238657099893e-01,4.687165255069353220e-02,-1.826868540635395027e-02,3.574451891094060363e-02,7.360829581021422104e-03
3.780444806165500715e+00,2.420535432343357662e+00,-3.901380671127752109e-01,3.384771372276541346e+00,1.115099873269143060e-01,4.351451863580715895e-02,-1.950690335563876054e-02,3.538727928243541598e-02,8.226606543481031902e-03
3.918624547973825756e+00,2.224245452609965312e+00,-1.011986938363471089e-01,3.408464005534628249e+00,1.191453523913938994e-01,3.442639762320087726e-02,-5.059934691817355445e-03,5.375552181815571734e-02,7.988643448384468576e-03
3.928598567897448213e+00,2.200016595365718253e+00,-8.904802859426741435e-02,3.413907780807156289e+00,1.198222388540828298e-01,3.339314022749634292e-02,-4.452401429713370717e-03,5.668816237836230010e-02,8.291263801497548991e-03
3.922398576436761264e+00,2.211162049104046901e+00,-1.018508770397087704e-01,3.410646585270263209e+00,1.194504210025779667e-01,3.388859463594223742e-02,-5.092543851985438519e-03,5.455924230620683157e-02,8.375352455429264584e-03
3.920496654523478952e+00,2.228103453449281623e+00,-8.764795123145625866e-02,3.409180747963871827e+00,1.191673313765144321e-01,3.454767132280457675e-02,-4.382397561572813106e-03,5.495167189554810150e-02,7.451823252099437460e-03
3.924359382622204961e+00,2.214229956309909042e+00,-8.896251407164768032e-02,3.411410228306911652e+00,1.194856023944588230e-01,3.397913107884403816e-02,-4.448125703582384016e-03,5.574267215015300120e-02,7.889231718272202154e-03
3.916287284611827513e+00,2.221517409208917826e+00,-1.153161051219675493e-01,3.407673506236093441e+00,1.190918055578320534e-01,3.435331178768658011e-02,-5.765805256098377463e-03,5.241861073051416742e-02,8.521075454836272295e-03
3.977304570353394020e+00,2.265446436212960268e+00,-5.566538895489941963e-03,3.455563875133724761e+00,1.208308409355902668e-01,3.523793422856859314e-02,-2.783269447744970981e-04,5.788905118340559319e-02,1.177905573710443876e-03
3.972496081530426881e+00,2.283127906091539483e+00,-8.086158910167642183e-03,3.453096820343282136e+00,1.204295042312467645e-01,3.596109545930240015e-02,-4.043079455083821092e-04,5.612786027648480891e-02,1.465136244408282804e-03
3.975346459856714088e+00,2.276616244360461838e+00,-6.184435054608083959e-03,3.454871548150730831e+00,1.206177891901210053e-01,3.568127841530839561e-02,-3.092217527304041980e-04,5.677998815658114040e-02,1.183077966808786935e-03
3.976699664459641070e+00,2.259149067854454795e+00,-6.759687421023508058e-03,3.454572979707049019e+00,1.208868740690558496e-01,3.500934423879654978e-02,-3.379843710511754029e-04,5.850757076680492691e-02,1.446607500189000389e-03
3.974678444770803232e+00,2.271133489989693555e+00,-7.350755625190105030e-03,3.453875047196131476e+00,1.206612730540339573e-01,3.548402531497847623e-02,-3.675377812595052515e-04,5.731738415531564823e-02,1.442443584382000106e-03
3.978133728990800311e+00,2.270919196617107172e+00,-4.255883244138058963e-03,3.456682810014493956e+00,1.207935248794411720e-01,3.543279826075652200e-02,-2.127941622069029481e-04,5.735464106242726262e-02,8.929315792701635404e-04
4.040035622261227033e+00,1.811077640002629163e+00,-7.141432604434277964e-01,3.716863416413904275e+00,1.288628653347631547e-01,1.741496622183325016e-02,-3.570716302217138982e-02,2.411134400148753215e-02,1.355819400183033707e-02
3.997122500125399824e+00,1.892825108489289976e+00,-6.271273868415161434e-01,3.629571272253980574e+00,1.262317798985863604e-01,2.101691031678087906e-02,-3.135636934207580717e-02,2.568950846451429140e-02,1.313523560691891127e-02
4.044253687014878196e+00,1.799690910388616061e+00,-6.622878933887660358e-01,3.692200484701570140e+00,1.291633768832002316e-01,1.693523805188712483e-02,-3.311439466943830179e-02,2.418368300415282834e-02,1.365970057383323992e-02
3.988067349753434687e+00,1.917269623906093567e+00,-7.384481402430380648e-01,3.683791603312226659e+00,1.255866553169276423e-01,2.204676902456056964e-02,-3.692240701215190185e-02,2.552863188002998246e-02,1.280683264700840408e-02
3.994905767959063603e+00,1.900399394159103528e+00,-6.830408996284498269e-01,3.657664290600833201e+00,1.260539738714760993e-01,2.132865518147808448e-02,-3.415204498142249134e-02,2.553688438619044695e-02,1.299939328612816948e-02
4.094005227356336540e+00,1.701073212154970982e+00,-6.938965263760776825e-01,3.759628095969641759e+00,1.322617808739254830e-01,1.261518011385720506e-02,-3.469482631880388412e-02,2.258233014018409812e-02,1.427009206284533469e-02
4.159740851735452161e+00,1.743985210172333655e+00,-1.939422029976711759e-01,3.633626642575031429e+00,1.341904668129252909e-01,1.340268473476935451e-02,-9.697110149883558794e-03,1.627717264872150654e-02,1.752099149384208493e-02
4.151076488477317916e+00,1.777484101455050203e+00,-1.580380182917096032e-01,3.617643062492355455e+00,1.334468170497112860e-01,1.476719769859791143e-02,-7.901900914585480162e-03,1.579662435387936548e-02,1.805078830545855939e-02
4.165427241269609837e+00,1.744975237912470112e+00,-1.709702925878400781e-01,3.635223213881071835e+00,1.343913310737044897e-01,1.336873090584750345e-02,-8.548514629392003905e-03,1.496632976144831977e-02,1.783218521734587780e-02
4.138869204968760762e+00,1.775358754742065504e+00,-2.073530751342977929e-01,3.614297334117292593e+00,1.330156107520527042e-01,1.484008824071794685e-02,-1.036765375671488965e-02,1.858869818978063637e-02,1.733875994985551242e-02
4.145794177501749722e+00,1.774931791144308324e+00,-1.826843865665647715e-01,3.616574497438001412e+00,1.332806342670117550e-01,1.473751494913969062e-02,-9.134219328328238574e-03,1.711614714657522240e-02,1.770257502047475548e-02
4.181016577060733042e+00,1.711049383031991722e+00,-1.822057887260647435e-01,3.654348180256004941e+00,1.354000043518776009e-01,1.190164465044052378e-02,-9.110289436303237176e-03,1.396637658896139264e-02,1.767142950165827980e-02
3.967122148724425035e+00,1.953282032617630559e+00,-6.724514163555056490e-01,3.627813825104517331e+00,1.243510551694455568e-01,2.365904936410583720e-02,-3.362257081777528245e-02,2.634950028866639773e-02,1.263188416275624545e-02
3.897847701885978289e+00,2.107857302528325150e+00,-6.207017212501692027e-01,3.546263421214637557e+00,1.198210725391201104e-01,3.032155257123747560e-02,-3.103508606250846014e-02,2.875193680719196482e-02,1.153667162214129863e-02
3.941952888792442877e+00,2.023489094130495936e+00,-6.228689788886671019e-01,3.580628339560231410e+00,1.225296196530853976e-01,2.660642991998807272e-02,-3.114344894443335510e-02,2.754868177217490235e-02,1.221436536364155397e-02
3.951879929162159133e+00,1.957139962634082186e+00,-7.271430523562333326e-01,3.646859022052958199e+00,1.237312478106549485e-01,2.399424948425109283e-02,-3.635715261781166663e-02,2.621466773244262444e-02,1.246921463925818388e-02
3.926247703395964628e+00,2.030441338249369565e+00,-6.726976011803735833e-01,3.594949735839660931e+00,1.218537721492315706e-01,2.706345389190178974e-02,-3.363488005901867778e-02,2.746604168061524132e-02,1.199408592097468522e-02
3.985595109864719099e+00,1.942215199835105821e+00,-6.201732228181331408e-01,3.615263384372187971e+00,1.251821266219881323e-01,2.301313112050748511e-02,-3.100866114090665426e-02,2.638008544282993348e-02,1.284997736084782065e-02
3.797118348599847870e+00,2.874019060721161090e+00,-1.148991931924744914e-01,3.435798055584903921e+00,1.064666998134797815e-01,6.031173541954543832e-02,-5.744959659623724568e-03,3.613364745333608880e-02,2.698576457754350757e-03
3.834384922271042662e+00,2.797297411114248789e+00,-8.195307794074166430e-02,3.438257471893804595e+00,1.088232169462359789e-01,5.696884138839630740e-02,-4.097653897037083215e-03,3.726320002188733549e-02,2.369639826026884253e-03
3.810500577279570589e+00,2.819928788305521739e+00,-1.073578101636671334e-01,3.429453286319283478e+00,1.076446617941648753e-01,5.811607234546242728e-02,-5.367890508183356668e-03,3.678318421733743626e-02,2.702431714734536677e-03
3.805656559838486164e+00,2.913415958123175553e+00,-9.814257746875734711e-02,3.451441690142762031e+00,1.062944215174035367e-01,6.168239143163800620e-02,-4.907128873437867356e-03,3.586280435706302311e-02,2.332417968389521173e-03
3.819264698204467123e+00,2.854965739142460102e+00,-9.103096381057604325e-02,3.443632130999903840e+00,1.075353544433867714e-01,5.932040649028641477e-02,-4.551548190528801816e-03,3.655442733859369520e-02,2.366162603070151756e-03
3.786842141974402498e+00,2.838200218931727470e+00,-1.331923117572220150e-01,3.420666348871144180e+00,1.065290775873934948e-01,5.909698143525975167e-02,-6.659615587861100749e-03,3.635262071008712320e-02,3.069287503199036229e-03
3.990360201368990278e+00,2.133509030298716080e+00,-6.462113524050711044e-03,3.458538863740580283e+00,1.229696446726031844e-01,3.012708611908947176e-02,-3.231056762025355522e-04,8.029299751019319809e-02,3.217609008356926877e-03
3.991054037942117994e+00,2.124079822653689220e+00,-6.538748709421504657e-03,3.458762544519250692e+00,1.231135286396582984e-01,2.976481787523688194e-02,-3.269374354710752328e-04,8.298375233426581732e-02,3.619769633478429546e-03
3.989773131869535305e+00,2.130610319167481670e+00,-7.169561354646927787e-03,3.457931806421673748e+00,1.229838634555140420e-01,3.002572282041138241e-02,-3.584780677323463893e-04,8.104896931183355746e-02,3.579786517527169289e-03
3.992314332154407452e+00,2.130302644424117098e+00,-5.020031747864266494e-03,3.460057933989153511e+00,1.230830044004888185e-01,2.998242001397428969e-02,-2.510015873932133247e-04,8.136136583725439575e-02,2.845326356622655904e-03
3.991608749093395136e+00,2.127418282271919647e+00,-5.827726855638648562e-03,3.459353900988856534e+00,1.230925995626033220e-01,2.988307622152955312e-02,-2.913863427819324281e-04,8.210185360609807692e-02,3.241446347880035800e-03
3.988373712235379287e+00,2.137155164660305751e+00,-7.900621277040220658e-03,3.457017623332992340e+00,1.228495746505728903e-01,3.028864727181923566e-02,-3.950310638520110329e-04,7.910176693670389891e-02,3.575247158356414066e-03
3.813198310569055671e+00,2.796274042608868804e+00,-1.081925972847103123e-01,3.425200627153428101e+00,1.080415111137287276e-01,5.719529771571937871e-02,-5.409629864235515617e-03,3.706539598402947694e-02,2.803053939451444817e-03
3.822625996404627191e+00,2.726513271923145521e+00,-1.074885004142600575e-01,3.414464079578197975e+00,1.092670589661342007e-01,5.446142274206011713e-02,-5.374425020713002876e-03,3.799487898046502443e-02,3.102281831335068196e-03
3.807476311749886211e+00,2.773078105086688616e+00,-1.194529538044306061e-01,3.416316125626502664e+00,1.081168853770371197e-01,5.639697504387725102e-02,-5.972647690221530303e-03,3.729367319478101711e-02,3.107851891214178427e-03
3.834909724313400936e+00,2.776309260024050651e+00,-8.331527703274177465e-02,3.433417339637337307e+00,1.091052489114519020e-01,5.617522569698438217e-02,-4.165763851637088386e-03,3.750405898772182084e-02,2.458511396448201120e-03
3.827908317709103336e+00,2.752962631632764001e+00,-9.626098075054267955e-02,3.423652335332648899e+00,1.091345290186818140e-01,5.538724471486486389e-02,-4.813049037527133978e-03,3.772257757781853627e-02,2.792031072540343030e-03
3.791047219310079264e+00,2.819492247381153227e+00,-1.331027543926932566e-01,3.418464031909832723e+00,1.069206176318635571e-01,5.834286903541724412e-02,-6.655137719634662830e-03,3.658989807715127413e-02,3.150844209492045540e-03
3.985999365024311736e+00,2.115193796271922722e+00,-1.305893120657902751e-02,3.454212820885675050e+00,1.230350537350126672e-01,2.949477529739319426e-02,-6.529465603289513753e-04,8.438210223400906262e-02,5.692127561005812936e-03
3.988097709271666513e+00,2.103519765596959079e+00,-1.217612133508017003e-02,3.455592736154304845e+00,1.232596670277255058e-01,2.903076984399013960e-02,-6.088060667540085014e-04,8.819154367002776662e-02,6.218204343089134972e-03
3.985745989620527396e+00,2.111451362518496744e+00,-1.402839967408760213e-02,3.453878911834154852e+00,1.230723325792885681e-01,2.935760122418704099e-02,-7.014199837043801067e-04,8.534471627869300026e-02,6.167410988992887491e-03
3.988641644112864704e+00,2.111553852879535231e+00,-1.009491033741647011e-02,3.456298009290238671e+00,1.231796384932382221e-01,2.932524893157176238e-02,-5.047455168708235053e-04,8.612416539306667895e-02,5.202143863587024158e-03
3.988253224521902673e+00,2.107806639299112383e+00,-1.124782433392645942e-02,3.455853805702167492e+00,1.232119129283324455e-01,2.918958366719293096e-02,-5.623912166963229708e-04,8.705014133917993169e-02,5.722173358230931567e-03
3.983259225782198154e+00,2.119378179613027768e+00,-1.606412354212050086e-02,3.452080446532103331e+00,1.228799937216695781e-01,2.968594141321106994e-02,-8.032061771060250432e-04,8.246598279920690222e-02,6.165746809076252770e-03
3.930945014003241589e+00,2.402292813093950485e+00,-3.239052862099536800e-02,3.432667468046584514e+00,1.173817778614471841e-01,4.094916781598262334e-02,-1.619526431049768400e-03,4.770661045524392241e-02,2.656316680599855266e-03
3.919762424742051721e+00,2.387324883730245428e+00,-4.485117912360114811e-02,3.422301283757195556e+00,1.171495298811988661e-01,4.052765283060856538e-02,-2.242558956180057406e-03,4.803973533078548935e-02,3.346203687326071343e-03
3.922120581434098696e+00,2.402760226613346539e+00,-4.068523741637103397e-02,3.425979727097547833e+00,1.170450189711118583e-01,4.107700123007426707e-02,-2.034261870818551698e-03,4.743256870750428567e-02,3.052966062265515933e-03
3.938706316912446326e+00,2.386321461556532686e+00,-2.704447395892671524e-02,3.436729894051902878e+00,1.178724686147600842e-01,4.025322584696440498e-02,-1.352223697946335762e-03,4.863160250690838626e-02,2.507912628193843894e-03
3.929108377983356437e+00,2.387555527199245908e+00,-3.597534491321441319e-02,3.429465307144033304e+00,1.174971200843852870e-01,4.041947754517977165e-02,-1.798767245660720659e-03,4.829848989860642539e-02,2.921590546658511377e-03
3.923705231766172918e+00,2.418962221619757713e+00,-3.715545786807147866e-02,3.429240125034527242e+00,1.169019184209845186e-01,4.166476791366374721e-02,-1.857772893403573933e-03,4.677043202610547956e-02,2.779370447602988285e-03
3.989464032336058619e+00,2.141580009947523511e+00,-6.652262027851962856e-03,3.458115749946006900e+00,1.228351510882581543e-01,3.044094996883140586e-02,-3.326131013925981428e-04,7.811468919375430531e-02,3.083124474122236284e-03
3.992166546525384607e+00,2.132467122862504283e+00,-4.958361067287069684e-03,3.460017284908039059e+00,1.230504064589206248e-01,3.006543527577659747e-02,-2.479180533643534842e-04,8.075871059269709717e-02,2.742241928912851883e-03
3.990296603996798641e+00,2.136172158403354171e+00,-6.333610358118524353e-03,3.458591955238015547e+00,1.229339706698380219e-01,3.022774839016580117e-02,-3.166805179059262176e-04,7.958169378005455763e-02,3.096790832151583191e-03
3.990379219392206966e+00,2.144076453629462531e+00,-5.642428039726692102e-03,3.458989381191687862e+00,1.228382650568394796e-01,3.052312676870225921e-02,-2.821214019863346051e-04,7.760815865950107528e-02,2.707109431650098989e-03
3.991207938131646760e+00,2.138299970701037278e+00,-5.356010932038197947e-03,3.459444148052659429e+00,1.229415480461737986e-01,3.029614967464330788e-02,-2.678005466019098973e-04,7.916712918193541393e-02,2.741444054101076916e-03
3.988422808546907561e+00,2.139508562559946370e+00,-7.741094210988452851e-03,3.457156116322747330e+00,1.228219982885097039e-01,3.037628598916165129e-02,-3.870547105494226425e-04,7.849930755977621577e-02,3.473635244635325976e-03
4.357079879626198249e+00,1.178908804508583597e+00,-5.311393953078726859e-01,4.010448651522272812e+00,1.486541354296251338e-01,-1.025441832625559324e-02,-2.655696976539363707e-02,1.374535293873974454e-02,1.739649134124389776e-02
4.288221957365355053e+00,1.284713870953952952e+00,-6.242708795005508238e-01,3.962239448654313545e+00,1.447494000142763859e-01,-5.426004306293696899e-03,-3.121354397502754119e-02,1.646517673422966468e-02,1.660732145196102891e-02
4.314776279639811918e+00,1.259085498773562239e+00,-5.613383852772768634e-01,3.964242770161121143e+00,1.460655417518234023e-01,-6.718997291489059442e-03,-2.806691926386384317e-02,1.510026003325125321e-02,1.696630968287332966e-02
4.379037409835614625e+00,1.112594175004019803e+00,-5.594410555825048981e-01,4.059638629816537225e+00,1.503064756812853009e-01,-1.301568606029443465e-02,-2.797205277912524768e-02,1.355690133054462954e-02,1.761666356064395950e-02
4.333736873537954892e+00,1.199602762299107450e+00,-5.897285310211181075e-01,4.008104112009258202e+00,1.475200982289344709e-01,-9.186607333007912324e-03,-2.948642655105590538e-02,1.499859078905417011e-02,1.712040582658763688e-02
4.338333665602982947e+00,1.240289019623272981e+00,-4.984943765232145996e-01,3.965369865178873354e+00,1.471838997148209316e-01,-7.718332584164544485e-03,-2.492471882616072859e-02,1.380396293139783508e-02,1.724409844009199347e-02
3.787194076370212770e+00,2.517048935795713760e+00,-2.525899587631103005e-01,3.367079826720527524e+00,1.105566661664365569e-01,4.704940913771160638e-02,-1.262949793815551502e-02,3.826295597576999385e-02,6.330967669359531189e-03
3.810217197820404689e+00,2.467966101461194217e+00,-2.010604611638988626e-01,3.365471856401869299e+00,1.120335686500002481e-01,4.492101383203972453e-02,-1.005302305819494313e-02,4.026748631881023333e-02,6.133659387548079205e-03
3.797243275218640690e+00,2.486631980222793636e+00,-2.398093861865508436e-01,3.366388889674634122e+00,1.113137230679141221e-01,4.578315831812174164e-02,-1.199046930932754287e-02,3.900013742069380340e-02,6.411056432525346314e-03
3.788644032872876988e+00,2.533263844064949755e+00,-2.284972155238468305e-01,3.366043270290380640e+00,1.104083531819210207e-01,4.763934374152464790e-02,-1.142486077619234153e-02,3.867177026502936071e-02,5.930042401634869412e-03
3.799094273246020226e+00,2.500672125527467315e+00,-2.162442068870484846e-01,3.365482713680169713e+00,1.112076336776324226e-01,4.628652629170476596e-02,-1.081221034435242423e-02,3.942814970811185649e-02,6.045954969600133774e-03
3.784670394141607108e+00,2.503123096019821414e+00,-2.790858751489633249e-01,3.368905776189730972e+00,1.106361010800624989e-01,4.655873617397321418e-02,-1.395429375744816625e-02,3.775543434475835819e-02,6.746407192009386961e-03
3.642118273630925440e+00,3.292376053913479428e+00,-2.564569559144339039e-01,3.508682533457072150e+00,9.542473458724121116e-02,7.793762360136891054e-02,-1.282284779572169520e-02,3.267807539122789817e-02,3.084667682528745899e-03
3.715952896007191697e+00,3.187810237888601073e+00,-1.710610735589402354e-01,3.494634891571579249e+00,9.950060562666218633e-02,7.309347272073263291e-02,-8.553053677947012462e-03,3.353788067981552934e-02,2.586601746856004563e-03
3.674783862322409611e+00,3.208770388724972555e+00,-2.271536333205786962e-01,3.487621326828803880e+00,9.769476497802820347e-02,7.439409129815635624e-02,-1.135768166602893481e-02,3.317341108711836795e-02,2.989035609093541792e-03
3.645827889667832888e+00,3.367291093314977335e+00,-2.339681193210016441e-01,3.538130829991474879e+00,9.462740719610651663e-02,8.070056737846373340e-02,-1.169840596605008221e-02,3.246852066582725516e-02,2.750953551200955097e-03
3.679843893542035893e+00,3.276292522738294188e+00,-2.043469906058584806e-01,3.513455822953027052e+00,9.704048947359766863e-02,7.686292093341057230e-02,-1.021734953029292473e-02,3.299325339914558480e-02,2.679113718473537503e-03
3.634965243820315273e+00,3.222337634173164211e+00,-2.829283869609044988e-01,3.481880564402181744e+00,9.603197621609727008e-02,7.540059573373972257e-02,-1.414641934804522494e-02,3.284786692808285002e-02,3.427092060211184635e-03
4.237996091689414158e+00,1.440895606260281792e+00,-6.083984769217697375e-01,3.878237640167708555e+00,1.409136583600995030e-01,1.058634088642889173e-03,-3.041992384608848549e-02,1.802722500065682271e-02,1.598814364701882026e-02
4.140000913818949968e+00,1.589951690141302221e+00,-6.757639851187837721e-01,3.801989398202316295e+00,1.353756381414443488e-01,7.873176957561955902e-03,-3.378819925593919138e-02,2.103565795870122185e-02,1.490149490272544078e-02
4.182558520838681737e+00,1.537121834268142528e+00,-6.215392784032025553e-01,3.819210718451214515e+00,1.376319216030987835e-01,5.360087274571823102e-03,-3.107696392016012776e-02,1.960090734564576970e-02,1.544499090325128325e-02
4.259011780087570642e+00,1.383377582054677202e+00,-6.475539076610326017e-01,3.926712575317607090e+00,1.424207219776004452e-01,-1.360987924044237962e-03,-3.237769538305163008e-02,1.766914616853084569e-02,1.616930727576097390e-02
4.200008670503551755e+00,1.486773956785825579e+00,-6.594814689331853774e-01,3.861457437924321834e+00,1.389156506840603655e-01,3.253914998174067819e-03,-3.297407344665927165e-02,1.934865546053136931e-02,1.554474690053182437e-02
4.221550589125111053e+00,1.491462125118269366e+00,-5.661013314783386319e-01,3.835502312182681894e+00,1.396648705282133029e-01,3.160447327871213075e-03,-2.830506657391693159e-02,1.824205436310645523e-02,1.589223631161527581e-02
3.956116368381973558e+00,2.170282779765769554e+00,-4.564424579704962071e-02,3.432396105754967230e+00,1.212258290672518779e-01,3.193414963644169990e-02,-2.282212289852481035e-03,6.643303163902061770e-02,7.224921119223091069e-03
3.961879683200195679e+00,2.151731390840541103e+00,-4.271421636989514159e-02,3.436133180516740993e+00,1.216738457345005742e-01,3.116643111651784537e-02,-2.135710818494757079e-03,6.969660631087709612e-02,7.789866578474799637e-03
3.957041933581353366e+00,2.162377091504799065e+00,-4.776973324811931154e-02,3.432824575321265836e+00,1.213593588654907629e-01,3.162611676166304786e-02,-2.388486662405965577e-03,6.728766509817626917e-02,7.724204528111333450e-03
3.959892721750135625e+00,2.168702964341143069e+00,-3.815131617579722856e-02,3.435194084758117494e+00,1.213871900113658031e-01,3.182770214091616701e-02,-1.907565808789861428e-03,6.785669543215902544e-02,6.719900431934740584e-03
3.960685335186090228e+00,2.160502257334842469e+00,-4.072537624445399240e-02,3.435506424074230125e+00,1.215194218527928527e-01,3.151026796023045917e-02,-2.036268812222699620e-03,6.868747497442292960e-02,7.268309221531548889e-03
3.952071232199066309e+00,2.172727773423720699e+00,-5.327382274393499539e-02,3.429482814303591365e+00,1.210435740396684778e-01,3.207640110090120844e-02,-2.663691137196749770e-03,6.485834346670994732e-02,7.713363161714361510e-03
3.818677236704669298e+00,2.424201148537158623e+00,-2.286489486718396025e-01,3.370259089264405539e+00,1.128978820197106270e-01,4.317407761133507105e-02,-1.143244743359198012e-02,4.010359748393096946e-02,6.910664822973389479e-03
3.837805639471177699e+00,2.373539780454628989e+00,-1.989158190699413797e-01,3.372233884244719260e+00,1.142484642244863124e-01,4.103517127365885475e-02,-9.945790953497068987e-03,4.198349192849196165e-02,7.096071571022715893e-03
3.827696816781834155e+00,2.390954245607612272e+00,-2.276070958225927254e-01,3.372164311093687861e+00,1.136517025592236330e-01,4.181457400051252771e-02,-1.138035479112963627e-02,4.066144409183596736e-02,7.253631637394497393e-03
3.818442813469000274e+00,2.444912725871860371e+00,-2.011524215799370130e-01,3.368045608260276325e+00,1.126301964316892557e-01,4.395369205183226324e-02,-1.005762107899684996e-02,4.076785381836092043e-02,6.337813657923868464e-03
3.827893971056096412e+00,2.409149369709830069e+00,-2.013443312493323756e-01,3.369929259007338640e+00,1.134316567932307507e-01,4.249442672591741132e-02,-1.006721656246661878e-02,4.133011157622086540e-02,6.740135303545389742e-03
3.818019571602372153e+00,2.405852257528095173e+00,-2.575321350938797327e-01,3.373244125524242687e+00,1.131025807159877772e-01,4.249421501227390596e-02,-1.287660675469398663e-02,3.934121609047689511e-02,7.480063654480851795e-03
