# x,y,Sxx,Syy,Sxy
1.095322900519276905e-03,7.692035719497225532e-02,6.794177094225983815e+00,-2.143438817072684799e-03
4.858468096083081930e-03,7.686933796731573731e-02,6.791222733541617984e+00,7.204291522461270247e-03
8.620183647342209363e-03,7.675375935334696753e-02,6.781164070017931422e+00,1.410131926196656060e-02
1.299861137648931908e-01,1.097849796293550763e-03,-3.431209105778521007e-02,4.789107855976936889e+00
1.297413601155626428e-01,4.849680234300016331e-03,8.889895326627761385e-02,4.775136730376493333e+00
1.291913631428268094e-01,8.569099618493780657e-03,1.872109049654657742e-01,4.696684257822830943e+00
1.080868421759270843e-02,7.665677711160093222e-02,6.773876379995644292e+00,1.856015594928872581e-02
1.456584791625858272e-02,7.643869940578788824e-02,6.757297713686183371e+00,3.652717553618067825e-02
1.831866214966262896e-02,7.615547725524844658e-02,6.733571616052877573e+00,5.203970238220056999e-02
2.050063648477570832e-02,7.596063662712548847e-02,6.718166564019716347e+00,6.217781900510921389e-02
2.424415497541102665e-02,7.557353506348885031e-02,6.687079542683231459e+00,9.093909288659407508e-02
2.798021955753189627e-02,7.512011861159659243e-02,6.648592459522095766e+00,1.171174610762726331e-01
3.015101031772719417e-02,7.482566129198708893e-02,6.625537160809993331e+00,1.343033799094195402e-01
3.387263231344218861e-02,7.426599846710814357e-02,6.579284165913689364e+00,1.745553072827417118e-01
3.758336460953158598e-02,7.363819402288279692e-02,6.525237831484611561e+00,2.120028344974311807e-01
3.973781834168302329e-02,7.324137723887963469e-02,6.492810817673126955e+00,2.365100990306467921e-01
4.342830369829440984e-02,7.250389418685157517e-02,6.430072711580640643e+00,2.899596696750417202e-01
4.710395718817428357e-02,7.169574445074064495e-02,6.359003971125503085e+00,3.402536656440702245e-01
4.923616169682774879e-02,7.119277790772350623e-02,6.315942943520735930e+00,3.737441472880353999e-01
5.288479279465521654e-02,7.027035520821471593e-02,6.234766988401087673e+00,4.415485729934842674e-01
5.651391586058654437e-02,6.927396279153308356e-02,6.144584871042955143e+00,5.057123459783063879e-01
5.861686021787915896e-02,6.865988867480213309e-02,6.089458004071075514e+00,5.491751050254167765e-01
6.221079506233270773e-02,6.754331623400809670e-02,5.987172484996088784e+00,6.333721391510782617e-01
6.577950091698014923e-02,6.634858464104578801e-02,5.874991687417915998e+00,7.132863661896737817e-01
6.784461120339958795e-02,6.561711379502017938e-02,5.805961560775880770e+00,7.673861129446457596e-01
7.136799058873896651e-02,6.429479526683717916e-02,5.679095682679101031e+00,8.706567484147442748e-01
7.485893868632437220e-02,6.288911748719269723e-02,5.541238362150675556e+00,9.686568464916156529e-01
7.687542519227165416e-02,6.203244119738030721e-02,5.456065024577689826e+00,1.033730128451999519e+00
8.030810828533416212e-02,6.049007535310220451e-02,5.300457215517290877e+00,1.158619764657691231e+00
8.369905269823416094e-02,5.885802538518225546e-02,5.132516214123788778e+00,1.276641571400366493e+00
8.565297628672058350e-02,5.786664103739200954e-02,5.028460091929223275e+00,1.355557619980678474e+00
8.896872755692877832e-02,5.608696862575137526e-02,4.839732140522379211e+00,1.504905733672572410e+00
9.223042954623678069e-02,5.421011659188046394e-02,4.636428984660472707e+00,1.645543963231939077e+00
9.410335826446250551e-02,5.307275180264668657e-02,4.509533771033629179e+00,1.744674460077080269e+00
9.726724367707696717e-02,5.103556071594398530e-02,4.284738791222530985e+00,1.921741487922115077e+00
1.003604778124192465e-01,4.889267177814379806e-02,4.042595356609428592e+00,2.086964020738603764e+00
1.021275581106219354e-01,4.759649292725133540e-02,3.888879800924236463e+00,2.210066572531736995e+00
1.050922254819669360e-01,4.527929991014692512e-02,3.629472150306427558e+00,2.412527535303889969e+00
1.079635378009670965e-01,4.284746380292384083e-02,3.350969627161132003e+00,2.599368597373818091e+00
1.095907652159233414e-01,4.137893619678187362e-02,3.169300648271153875e+00,2.734792122702458528e+00
1.122913580290623159e-01,3.875922321045108948e-02,2.878090995253815620e+00,2.956487450321318100e+00
1.148675370511859639e-01,3.601717352489451629e-02,2.567768709126723170e+00,3.154842485492774795e+00
1.163083263917676635e-01,3.436453156150198751e-02,2.352272405111188291e+00,3.303643237179443748e+00
1.186566970791284314e-01,3.142556877561897971e-02,2.044600001016142699e+00,3.536940494704047033e+00
1.208392736858107802e-01,2.836160138497255401e-02,1.715939788221679807e+00,3.734035626638373628e+00
1.220313811215048561e-01,2.652048714350627862e-02,1.495034977031222123e+00,3.875047571214438324e+00
1.239125246409865100e-01,2.326342278776706227e-02,1.209902282071668722e+00,4.093222722624423326e+00
1.255768325744201774e-01,1.989055915522168483e-02,9.022092536307035893e-01,4.264345512871024368e+00
1.264431140061296477e-01,1.787439921968560219e-02,7.220753889156417138e-01,4.370927425339859340e+00
1.277217791497804178e-01,1.433798920978592711e-02,5.135422782444729606e-01,4.529964262219936977e+00
1.287309425637251925e-01,1.071559134122952381e-02,2.836078357065603406e-01,4.632938352718095842e+00
