# Sxx,Syy,Sxy,Smises,Exx,Eyy,Exy,Ux,Uy
4.092238283277161770e+00,1.972084592604226749e+00,-4.921504487976881281e-02,3.545780323386896082e+00,1.288078782153407320e-01,2.280019368169397542e-02,-2.460752243988440641e-03,2.358264102205043580e-02,2.292288288971315938e-02
4.093844601316705578e+00,1.982507200579484152e+00,-4.402291571749344934e-02,3.546778266432852433e+00,1.287378325421328906e-01,2.317096250527184154e-02,-2.201145785874672467e-03,2.640285604472505585e-02,2.396247447166114514e-02
4.104283352546658215e+00,1.973893501375550752e+00,-2.927198738148228951e-02,3.555636328859343109e+00,1.292369569533053097e-01,2.271746439474991996e-02,-1.463599369074114476e-03,1.612138214485291099e-02,2.443409033445872666e-02
4.731426742639680327e+00,1.464685642777383556e-01,-3.919431675030160545e-01,4.709108739343855987e+00,1.755976457955162606e-01,-5.365026312258081020e-02,-1.959715837515080272e-02,6.965631913307425253e-03,2.069895663459786483e-02
4.726545079476117905e+00,2.518347910706648651e-01,-4.118699581893303652e-01,4.660713598271642333e+00,1.740975055919711245e-01,-4.963800882830154970e-02,-2.059349790946651826e-02,7.294748273266011586e-03,2.013859987821199973e-02
4.729207189435276071e+00,1.935417707798015030e-01,-3.845397937222938545e-01,4.683072974306824676e+00,1.749259974690753339e-01,-5.185727346369839452e-02,-1.922698968611469272e-02,6.842763524889422695e-03,2.047133776401820204e-02
4.731309915769158714e+00,1.507801633536820507e-01,-4.277631857141631078e-01,4.716310477894446684e+00,1.755393697994224178e-01,-5.348711782135140425e-02,-2.138815928570815539e-02,7.564519766682002190e-03,2.061219444466012157e-02
4.728992298044511600e+00,1.998476362751995250e-01,-4.183440093392085113e-01,4.688631402702848838e+00,1.748391157232291881e-01,-5.161811736523641558e-02,-2.091720046696042556e-02,7.405925492015494153e-03,2.038098723810062921e-02
4.731771234874178056e+00,1.372430169084060125e-01,-3.551938266610152328e-01,4.705058986747410188e+00,1.757258835964266019e-01,-5.400052730186200023e-02,-1.775969133305076164e-02,6.350932025250013990e-03,2.080172286827802405e-02
4.089298778007190549e+00,1.983414766982303679e+00,-4.771786302235903054e-02,3.542930148076119945e+00,1.285560195879908441e-01,2.326181903674651164e-02,-2.385893151117951527e-03,2.894387782720240360e-02,2.370511119206327941e-02
4.074411291680670288e+00,1.986854301504752396e+00,-6.120182105956297608e-02,3.530494692944691426e+00,1.279547446692157475e-01,2.357689516041983069e-02,-3.060091052978148804e-03,3.533525448715962164e-02,2.252369606031460678e-02
4.081830200582325929e+00,1.988548843049867010e+00,-5.092706583235379059e-02,3.536456738430402869e+00,1.282117719837138625e-01,2.354770410709094985e-02,-2.546353291617689529e-03,3.341762831918728555e-02,2.363027856240340965e-02
4.090444495435575867e+00,1.975832699531335557e+00,-5.431244981569209596e-02,3.544357002855647476e+00,1.286937598346923894e-01,2.296317003948038921e-02,-2.715622490784604798e-03,2.574062562888513803e-02,2.270758885911182759e-02
4.082574174484530971e+00,1.981559816401853302e+00,-5.736376900060041750e-02,3.537512978137316466e+00,1.283270338381467535e-01,2.327631593401285892e-02,-2.868188450030020875e-03,3.057369840570781094e-02,2.267265660052083381e-02
4.088847365957793301e+00,1.990836425397939369e+00,-4.049442698006000541e-02,3.542145617644673283e+00,1.284463209059429900e-01,2.354577387795031562e-02,-2.024721349003000270e-03,3.187688972774745111e-02,2.477195113626789666e-02
3.953012585689883451e+00,2.165815617677858462e+00,-5.202044022066837359e-02,3.429823286415484951e+00,1.211652767423974097e-01,3.180542834179614364e-02,-2.601022011033418679e-03,6.396742309664736614e-02,6.335667250348312948e-03
3.961044732417050795e+00,2.159233116271802366e+00,-3.953891332858103236e-02,3.435699934270517897e+00,1.215487635122418641e-01,3.145818270497946489e-02,-1.976945666429051618e-03,6.722114750465703337e-02,5.699643374500759294e-03
3.957900044734076861e+00,2.158408490712794059e+00,-4.669830664541851917e-02,3.433289546553153659e+00,1.214411455436179565e-01,3.146656784255381922e-02,-2.334915332270925958e-03,6.600082257262153418e-02,6.229414986550520054e-03
3.950552556699829410e+00,2.175134400962783321e+00,-5.096422864215223447e-02,3.428248015300712659e+00,1.209565408642088169e-01,3.218563307735650830e-02,-2.548211432107611724e-03,6.285786158274637991e-02,5.916349288684013760e-03
3.955782679398106794e+00,2.166947230328803542e+00,-4.544314592775405837e-02,3.431923633079091207e+00,1.212550100983189605e-01,3.181323764485380345e-02,-2.272157296387702918e-03,6.503440577244030962e-02,5.825770252002950705e-03
3.955098020705114070e+00,2.156803821484845507e+00,-5.365875082310789246e-02,3.431161659988187562e+00,1.213561280078812032e-01,3.144141804686778618e-02,-2.682937541155394623e-03,6.492630890523934384e-02,6.779163140096493810e-03
3.992332932014301505e+00,2.072004168766108823e+00,-1.746990663031675051e-02,3.458425744483637931e+00,1.238124328409599406e-01,2.779599467855031758e-02,-8.734953315158375253e-04,9.713620566582206739e-02,8.384067684152412062e-03
3.991554175517779246e+00,2.076966283950752334e+00,-1.636145181155568284e-02,3.457856753679147133e+00,1.237212030325323120e-01,2.799180845418096364e-02,-8.180725905777841422e-04,9.571725413032686203e-02,7.555772684162617714e-03
3.992803658007197498e+00,2.072031978445579625e+00,-1.516231086356581437e-02,3.458796090414052227e+00,1.238297374447001609e-01,2.779115346661925612e-02,-7.581155431782907184e-04,9.834985183281307053e-02,7.858995142391054373e-03
3.990543642275951264e+00,2.076906583390390360e+00,-2.131529388983512130e-02,3.457073354783001928e+00,1.236840542929683040e-01,2.800220134869023381e-02,-1.065764694491756065e-03,9.311292419657325736e-02,8.695421855389457236e-03
3.991119768270205537e+00,2.076707056878957847e+00,-1.872074241288629315e-02,3.457515584309303946e+00,1.237081530991457345e-01,2.798751752958334241e-02,-9.360371206443146574e-04,9.457027203834811324e-02,8.124051932879430143e-03
3.994158540497976251e+00,2.066870336749502268e+00,-1.367621420536091481e-02,3.459827848960543850e+00,1.239450660593053311e-01,2.758065587188163192e-02,-6.838107102680457405e-04,1.012296433336786761e-01,8.123729674911990550e-03
4.064426543224846533e+00,1.996501302943257450e+00,-5.891414166492664473e-02,3.521556519058522738e+00,1.274597290841410213e-01,2.406346707006157271e-02,-2.945707083246332236e-03,4.280474892699670519e-02,2.255620530563629683e-02
4.086794967227981523e+00,1.992651449967276500e+00,-4.282027850872505148e-02,3.540408975924326018e+00,1.283466681464583425e-01,2.363949228342310249e-02,-2.141013925436252574e-03,3.440207591285387306e-02,2.476381338879087707e-02
4.078439030513413499e+00,1.991871030129904963e+00,-5.196516586387395220e-02,3.533495678311348698e+00,1.280430757676291886e-01,2.371467574845377568e-02,-2.598258293193697610e-03,3.639004867050640163e-02,2.360983916657238835e-02
4.056713594159147895e+00,2.002591509932399205e+00,-5.773802503102047623e-02,3.514734524455858544e+00,1.270943659068130560e-01,2.438826169547560901e-02,-2.886901251551023811e-03,4.814371515197800322e-02,2.250864168744985336e-02
4.071739287236193050e+00,1.997461267773716909e+00,-5.051982129691934276e-02,3.527524284506578400e+00,1.277219574241857947e-01,2.400805645106196540e-02,-2.525991064845967138e-03,4.120687015214877236e-02,2.362976570577754454e-02
4.071096299587326328e+00,1.990590640947197398e+00,-6.084082528597989370e-02,3.527533813594326606e+00,1.277837282226847448e-01,2.375844529067833166e-02,-3.042041264298994685e-03,3.784635946653484156e-02,2.249743725261711333e-02
3.802521964215730854e+00,2.684966109396151435e+00,-4.738320489862030138e-02,3.386046248519744672e+00,1.090324972906380196e-01,5.315470454965905145e-02,-2.369160244931015069e-03,3.836953992050608914e-02,1.156469727940124224e-03
3.825309236801103907e+00,2.630113883909080741e+00,-3.249386706212073483e-02,3.390082361790178300e+00,1.105726728311778873e-01,5.081290518657671784e-02,-1.624693353106036568e-03,3.945271249951146086e-02,8.850878618184543876e-04
3.813426924330546530e+00,2.651441850944804113e+00,-4.662596616495706670e-02,3.386415656062240043e+00,1.098604865255854435e-01,5.176123285629832815e-02,-2.331298308247853335e-03,3.896527893872704651e-02,1.180329181489236110e-03
3.801898962325325648e+00,2.702082243598792566e+00,-3.411947287929643913e-02,3.389119783680567544e+00,1.087951830422148047e-01,5.380434710588814784e-02,-1.705973643964821956e-03,3.817147974418008682e-02,8.159137934143638644e-04
3.813341550207088648e+00,2.666196277049573293e+00,-3.394549752335676573e-02,3.389176332446357964e+00,1.096728546696461581e-01,5.231559101177038484e-02,-1.697274876167838287e-03,3.880281470608262784e-02,8.658540150443801240e-04
3.802082239626824567e+00,2.670408109882620895e+00,-6.134132864552388487e-02,3.383058654364781148e+00,1.091979826124731545e-01,5.261427612526297509e-02,-3.067066432276194243e-03,3.851913941843254641e-02,1.503966450625297303e-03
3.964185042291053840e+00,2.183960204395114957e+00,-1.840483419224931555e-02,3.439162552489861913e+00,1.213574365309755820e-01,3.234619463617863233e-02,-9.202417096124658209e-04,6.568876034071127745e-02,2.726396686103752225e-03
3.961333763859896884e+00,2.180890182559945600e+00,-2.480411250086966835e-02,3.436722129242972379e+00,1.212888888627468020e-01,3.226670979774926007e-02,-1.240205625043483417e-03,6.551204403544164112e-02,3.523493486086323474e-03
3.961166489949758951e+00,2.186120065922658284e+00,-2.260578964447812478e-02,3.436845708024633073e+00,1.212172425490827266e-01,3.246492134772770155e-02,-1.130289482223906239e-03,6.487913776800778576e-02,3.176494985909893848e-03
3.967813855312353866e+00,2.176253489655316287e+00,-1.578569160232100310e-02,3.441715394523128246e+00,1.215898509535218164e-01,3.201183267066992633e-02,-7.892845801160501551e-04,6.725250856940233335e-02,2.565275356754194002e-03
3.964485290828887454e+00,2.178873497162137518e+00,-2.030471490376023480e-02,3.439150803919471588e+00,1.214322796915565661e-01,3.215169000821906098e-02,-1.015235745188011740e-03,6.633019499217483739e-02,3.037460899362643026e-03
3.960689203897500565e+00,2.191810095264663527e+00,-2.072553463728123158e-02,3.436757268941757371e+00,1.211282189553479771e-01,3.268426352370612520e-02,-1.036276731864061579e-03,6.413636049106440085e-02,2.855061150680892994e-03
3.996322939912484440e+00,2.065822670126993277e+00,-8.347238731490347341e-03,3.461608707991840728e+00,1.240393268701307505e-01,2.751431338085619238e-02,-4.173619365745173670e-04,1.056772484350589070e-01,6.620446328815146435e-03
3.996296529349760540e+00,2.068415687492964672e+00,-7.406897030081127653e-03,3.461631343738099886e+00,1.240059237569539619e-01,2.761188166411417122e-02,-3.703448515040563827e-04,1.048832573172779753e-01,5.815327487679136133e-03
3.996767920285889453e+00,2.065410907780401928e+00,-7.271190679084271746e-03,3.461974375818091421e+00,1.240611606634658415e-01,2.749331003819144303e-02,-3.635595339542135873e-04,1.065684244545937465e-01,6.240408234930850187e-03
3.995341265637772032e+00,2.069299640249401495e+00,-9.716908253421807640e-03,3.460849294798102438e+00,1.239590519582989270e-01,2.765697068888041399e-02,-4.858454126710903820e-04,1.029705257496027759e-01,6.635757541659051753e-03
3.995852780681682148e+00,2.068706519692893764e+00,-8.526799651794314538e-03,3.461265307558659909e+00,1.239856477794019085e-01,2.762833472996248721e-02,-4.263399825897157269e-04,1.040290110616375052e-01,6.234417303726773676e-03
3.997305845892484388e+00,2.062224769857910367e+00,-7.021423778851565434e-03,3.462373434524369298e+00,1.241211595977442794e-01,2.736710579601558946e-02,-3.510711889425782717e-04,1.084228433088855192e-01,6.645107998424944207e-03
3.902605013588358318e+00,2.241458814199611460e+00,-1.284317498855243322e-01,3.399473377587603817e+00,1.183294528320683048e-01,3.527214286263094523e-02,-6.421587494276216612e-03,4.888113262098304351e-02,6.922572482399985509e-03
3.917412092803790102e+00,2.209457967848419635e+00,-1.251190320062867123e-01,3.408728351050245298e+00,1.192847288820368945e-01,3.388702263426834893e-02,-6.255951600314335614e-03,5.044221732544455772e-02,7.701612401678423203e-03
3.907995345183634228e+00,2.225771138042548003e+00,-1.339927618271480325e-01,3.403240178223102319e+00,1.187276862188544335e-01,3.461647586180011116e-02,-6.699638091357401626e-03,4.902090641871852811e-02,7.464561582789027740e-03
3.905840373069615623e+00,2.243135560508839887e+00,-1.131809034348590232e-01,3.400639128005694012e+00,1.184298194837500873e-01,3.529457885571130049e-02,-5.659045171742951158e-03,5.013364778703421204e-02,6.547397707640309136e-03
3.911331205763420638e+00,2.226638062488151437e+00,-1.197125147719679816e-01,3.404453433861051259e+00,1.188419444350263809e-01,3.460728727126291537e-02,-5.985625738598399082e-03,5.022769881061620728e-02,7.133506168026417828e-03
3.898679098662036768e+00,2.241274486373059371e+00,-1.438370910435010641e-01,3.398097610355459874e+00,1.181845351201631367e-01,3.531430450571426682e-02,-7.191854552175053206e-03,4.755480061294022065e-02,7.273293328211285526e-03
3.830071797917878218e+00,2.601250501140787819e+00,-4.383615625571588015e-02,3.388029337083407810e+00,1.111120611576605910e-01,4.967099631880607380e-02,-2.191807812785794007e-03,3.996911871066762684e-02,1.269967128618553192e-03
3.806066196293554249e+00,2.656070543721334332e+00,-6.368410217436556997e-02,3.382874119291624293e+00,1.095266005644916218e-01,5.202681793588059822e-02,-3.184205108718278152e-03,3.875698097827021127e-02,1.583821923384944258e-03
3.817627145006114553e+00,2.635431081599516112e+00,-4.910701733136901836e-02,3.386135742361009449e+00,1.102181294177353443e-01,5.110832624740542507e-02,-2.455350866568450918e-03,3.924731045949425567e-02,1.276928782230777638e-03
3.832781813531372261e+00,2.582693221671809702e+00,-5.236885634073686069e-02,3.386716490761397580e+00,1.114456527365288441e-01,4.894122314355071196e-02,-2.618442817036843034e-03,4.030425089816814382e-02,1.550308035976487222e-03
3.819630394706052368e+00,2.619333329482678607e+00,-5.748759553900004843e-02,3.384599343329288690e+00,1.104944731829434756e-01,5.047961992177479873e-02,-2.874379776950002421e-03,3.953099619446680951e-02,1.551671273570869210e-03
3.828481327805125289e+00,2.617251146829840280e+00,-3.437781061097516799e-02,3.389796630877319750e+00,1.108524104573191948e-01,5.029090140855493885e-02,-1.718890530548758400e-03,3.969269113003501964e-02,9.688719048913125437e-04
3.861085868402087229e+00,2.411876038926093813e+00,-9.669927782869569555e-02,3.382413616204078988e+00,1.146422695785020984e-01,4.218177810470241651e-02,-4.834963891434784777e-03,4.420458579472646282e-02,3.700705096641506743e-03
3.867691933290143158e+00,2.419744020052780442e+00,-7.642810528604160325e-02,3.387167157414360474e+00,1.147916472477206185e-01,4.239425158585247155e-02,-3.821405264302080163e-03,4.447725527023044245e-02,3.060756957288950780e-03
3.869782586401581792e+00,2.403274981927701504e+00,-8.204617598153662872e-02,3.386885140414078954e+00,1.150759097159630429e-01,4.175052949226903953e-02,-4.102308799076831436e-03,4.489754723715165541e-02,3.380448701530906156e-03
3.849022212973547852e+00,2.438208379664800418e+00,-1.078847206750301047e-01,3.377873772702107313e+00,1.138607282406980392e-01,4.332003657526067170e-02,-5.394236033751505233e-03,4.299730317287439596e-02,3.764486685123624114e-03
3.858687129272305061e+00,2.427978139241917077e+00,-9.202659064698054392e-02,3.382475852147269979e+00,1.143510406071874819e-01,4.281559110566807158e-02,-4.601329532349027196e-03,4.377405334352101746e-02,3.412555410510860390e-03
3.872841437812251097e+00,2.385176760378124872e+00,-8.645921849613907861e-02,3.387179235879503203e+00,1.154168444132328553e-01,4.103361054152654397e-02,-4.322960924806953931e-03,4.540725752943294835e-02,3.676240653042117668e-03
3.979871673687342959e+00,2.144805330309378366e+00,-6.744778291331854359e-03,3.450167378602535084e+00,1.224351211344081314e-01,3.068180396550990174e-02,-3.372389145665927179e-04,7.470414507494987921e-02,1.571181025188983331e-03
3.976130662094164769e+00,2.154954976860754989e+00,-9.693741166770554474e-03,3.447512921116797191e+00,1.221679626177717415e-01,3.110917835610124693e-02,-4.846870583385277237e-04,7.204384110622526205e-02,1.977377749811705995e-03
3.977903171311689690e+00,2.151231516635573549e+00,-7.488336355270519551e-03,3.448809683324319142e+00,1.222809749662436829e-01,3.094739223243788556e-02,-3.744168177635259775e-04,7.307157245481216146e-02,1.589003052206383604e-03
3.980356553838371170e+00,2.141159531105314429e+00,-8.097504391706127763e-03,3.450423273978251437e+00,1.224988766301224885e-01,3.053902549346965839e-02,-4.048752195853063882e-04,7.554784881925656614e-02,1.932058054890339622e-03
3.978273633444254997e+00,2.148055443050554736e+00,-8.812652780903866556e-03,3.448983030584456433e+00,1.223345682160276171e-01,3.082365869634262623e-02,-4.406326390451933278e-04,7.379897442988929412e-02,1.936537345613323444e-03
3.979561262510771247e+00,2.147977782029444338e+00,-5.254521869021699931e-03,3.450042035986009115e+00,1.223838250687858675e-01,3.080465104471952903e-02,-2.627260934510849966e-04,7.398578748151896090e-02,1.188766780530297034e-03
3.955609429208126304e+00,2.169667946015343851e+00,-4.354927989279611111e-02,3.431855997304563477e+00,1.212145042701129327e-01,3.191743011047382117e-02,-2.177463994639805556e-03,6.491658971546319934e-02,5.578035780078808258e-03
3.954555623535762621e+00,2.179609168235811190e+00,-3.912221894902090380e-02,3.431386346155935296e+00,1.210507212796434473e-01,3.230339851464589240e-02,-1.956110947451045190e-03,6.403847809233645383e-02,4.907034396837839721e-03
3.957247920942389197e+00,2.169834634128351869e+00,-3.893999371401724030e-02,3.433069883049850723e+00,1.212738641087351965e-01,3.190319976803332458e-02,-1.946999685700862015e-03,6.551398644714762076e-02,5.212441151013477714e-03
3.951038183689962402e+00,2.179251329744339660e+00,-4.901722575758313272e-02,3.428810571722277434e+00,1.209232902665693388e-01,3.233394756928821556e-02,-2.450861287879156636e-03,6.275868863832821665e-02,5.704268736663188968e-03
3.952966277972411735e+00,2.178978852891864548e+00,-4.393796927891768789e-02,3.430197216731645238e+00,1.209989997628171388e-01,3.229962850878977110e-02,-2.196898463945884394e-03,6.348347999027900701e-02,5.308620448768274283e-03
3.960229820897174235e+00,2.159620935055404090e+00,-3.828779817911905775e-02,3.434994243820622017e+00,1.215133565954514827e-01,3.148291230336297541e-02,-1.914389908955952888e-03,6.712069920341663665e-02,5.492003382840771747e-03
3.995322300568824314e+00,2.066885506995330690e+00,-1.090381642658677652e-02,3.460794548260118120e+00,1.239885174338892782e-01,2.756667775521459002e-02,-5.451908213293388261e-04,1.032594429721436641e-01,7.359241214053175231e-03
3.997220581373184700e+00,2.061998981590245528e+00,-7.366998675191315654e-03,3.462298402255061802e+00,1.241207845316163738e-01,2.735970454246938743e-02,-3.683499337595657827e-04,1.082648660561257581e-01,6.873824909859710744e-03
3.996253517128813826e+00,2.063690476509592031e+00,-9.551478810055913371e-03,3.461517575172266437e+00,1.240633759359606181e-01,2.743522390499952834e-02,-4.775739405027956686e-04,1.057989920663672256e-01,7.359118263965291895e-03
3.995221487838134689e+00,2.068857928330298357e+00,-1.027013582138990022e-02,3.460742498513659005e+00,1.239600816898013269e-01,2.764190371440951310e-02,-5.135067910694950111e-04,1.028124886743770477e-01,6.867169692887148055e-03
3.996200834987253536e+00,2.065421904199546077e+00,-8.884282309853525073e-03,3.461500369659578524e+00,1.240397575095276705e-01,2.750081097014231424e-02,-4.442141154926762536e-04,1.054907250396307367e-01,6.892046798750273151e-03
3.995334583473603818e+00,2.065140977783930687e+00,-1.170244304990176315e-02,3.460778433424182676e+00,1.240107846579610040e-01,2.750110437347735165e-02,-5.851221524950881575e-04,1.034736555253157331e-01,7.872803982840955589e-03
3.979248920479761864e+00,1.980206023059868370e+00,-1.155316780821923350e+00,3.984993824017752040e+00,1.244692592297427236e-01,2.451711435874803779e-02,-5.776583904109616752e-02,2.486389720651378116e-02,1.121126854794642080e-02
3.895871089347633376e+00,2.164513478095242416e+00,-1.032750359993435119e+00,3.824916283797051175e+00,1.190387473743457214e-01,3.247086681172617340e-02,-5.163751799967175593e-02,2.616244739043246254e-02,1.037478050655687642e-02
3.958115531769902606e+00,2.022851023540597648e+00,-1.078289598557696571e+00,3.903850938063318843e+00,1.231436946471138882e-01,2.638046923564862922e-02,-5.391447992788483273e-02,2.524139557417997420e-02,1.098941326680261642e-02
3.941239291073591389e+00,2.072965122506131408e+00,-1.198108826225313450e+00,3.995859636826570860e+00,1.218844093839330234e-01,2.847070095556003544e-02,-5.990544131126567667e-02,2.537801146664676530e-02,1.079570370207430519e-02
3.920892956970222443e+00,2.113272959565702713e+00,-1.115493653318959666e+00,3.909780734276301573e+00,1.206175738918120466e-01,3.023657402158608232e-02,-5.577468266594798330e-02,2.573462602662619086e-02,1.059074675537570627e-02
4.021147028798703893e+00,1.878851405564803123e+00,-1.118240846479849893e+00,3.986973295192258959e+00,1.273073710103913569e-01,2.019258984869631846e-02,-5.591204232399249463e-02,2.428323669503170204e-02,1.163580688564991306e-02
3.960619551318813159e+00,2.208215040101269899e+00,-1.149145785368427264e-02,3.437617982424422181e+00,1.209205451731896197e-01,3.330031961231244564e-02,-5.745728926842136319e-04,6.230761205728384267e-02,1.499485200456284004e-03
3.964510739067887535e+00,2.193129924782289741e+00,-1.193269926671125525e-02,3.439898878764463763e+00,1.212550286552671608e-01,3.268598794098726001e-02,-5.966349633355627624e-04,6.452423690842577775e-02,1.752005556359982228e-03
3.961657164067855064e+00,2.201965258490790944e+00,-1.322709821654543053e-02,3.438091318197307178e+00,1.210375779214096781e-01,3.305298264255647489e-02,-6.613549108272715263e-04,6.317369826546827272e-02,1.803426270163934744e-03
3.962283239012957647e+00,2.206546672883599847e+00,-8.206705144944452177e-03,3.438862579071488845e+00,1.210037880519409109e-01,3.321695974547302088e-02,-4.103352572472226088e-04,6.266399799643876389e-02,1.099620143873343298e-03
3.963291653602398323e+00,2.200083228564285065e+00,-1.017648079685809503e-02,3.439300238334690452e+00,1.211223966530363683e-01,3.296197540113070257e-02,-5.088240398429047517e-04,6.355350900497057365e-02,1.438482890884830575e-03
3.958774390908177843e+00,2.210586929490440333e+00,-1.475563245544458946e-02,3.436281058305442393e+00,1.208217030404261649e-01,3.341232996953929363e-02,-7.377816227722294729e-04,6.184946204834922134e-02,1.890011560020924200e-03
3.913928342117674486e+00,2.223485339436509722e+00,-1.133626643635216036e-01,3.405688346668291011e+00,1.189787460864564217e-01,3.445659595239818768e-02,-5.668133218176080179e-03,5.102201184753901719e-02,7.049076315064802846e-03
3.922374996019732940e+00,2.218251628704348555e+00,-9.346663437144714370e-02,3.410433874093219853e+00,1.193609169919356283e-01,3.415474862616640905e-02,-4.673331718572357185e-03,5.355009450186613840e-02,6.630229414001486375e-03
3.919726394208766340e+00,2.212894311081410770e+00,-1.068824239442867086e-01,3.409030295608667327e+00,1.193285608943110976e-01,3.398695673794333016e-02,-5.344121197214335428e-03,5.230114301154412809e-02,7.111316419089975735e-03
3.909928000391220237e+00,2.240987968696753985e+00,-1.073781210056238417e-01,3.403241487075477245e+00,1.186099504059613396e-01,3.516294882123802146e-02,-5.368906050281192083e-03,5.080422322942333702e-02,6.477488016551743479e-03
3.916183018647354519e+00,2.229086740810979350e+00,-1.008747628398230095e-01,3.406806810706950017e+00,1.189932789391385526e-01,3.463846504731979414e-02,-5.043738141991150475e-03,5.215084203767491461e-02,6.576582539261164456e-03
3.917534758562773778e+00,2.206226793927776875e+00,-1.202750957705530505e-01,3.408070333237798621e+00,1.193297185220068002e-01,3.376432029025696474e-02,-6.013754788527652523e-03,5.111743356190084908e-02,7.628504323472166948e-03
3.983646873114723430e+00,2.110506509858178781e+00,-1.712304281284505666e-02,3.452107627947190061e+00,1.230054263685748939e-01,2.934840820574766140e-02,-8.561521406422528332e-04,8.320026811596742400e-02,4.970373216651368005e-03
3.983493766511967404e+00,2.115584058124178046e+00,-1.478674069103680377e-02,3.452123770935784819e+00,1.229362155176465521e-01,2.954073009825709112e-02,-7.393370345518401887e-04,8.207420255550681998e-02,4.219916282275379057e-03
3.984651821719896514e+00,2.110124384194050240e+00,-1.486005686795840997e-02,3.452915659184563335e+00,1.230478885120704913e-01,2.932151663577817202e-02,-7.430028433979204983e-04,8.382615113558368469e-02,4.531210644942085773e-03
3.981336388361667922e+00,2.116404388192985486e+00,-1.964481642419704799e-02,3.450398082090127438e+00,1.228450597111502285e-01,2.959845970271610463e-02,-9.822408212098523994e-04,8.073204693201790905e-02,5.171376790176394032e-03
3.982495958315531936e+00,2.115729382961354155e+00,-1.715868439377238319e-02,3.451316332175732082e+00,1.228969811498155096e-01,2.955865238210663576e-02,-8.579342196886191596e-04,8.150123987716767493e-02,4.697281316747030713e-03
3.985964498276564960e+00,2.104371830696431189e+00,-1.471022695933174584e-02,3.453837220737559388e+00,1.231690208016658072e-01,2.908938742265909649e-02,-7.355113479665872922e-04,8.572435558925117771e-02,4.810492288437305704e-03
