# X,Y,R
0.000000000000000000e+00,7.142857142857143016e-01,3.499999999999999778e-01
3.499999999999999778e-01,-8.747477136766809327e-17,3.499999999999999778e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.499999999999999778e-01
1.000000000000000000e+00,1.000000000000000000e+00,3.499999999999999778e-01
1.000000000000000000e+00,0.000000000000000000e+00,3.499999999999999778e-01
2.450392934675057338e-02,7.125330010908823564e-01,3.499999999999999778e-01
4.852723248193907546e-02,7.073868258982064505e-01,3.499999999999999778e-01
7.167580086607748535e-02,6.991473958733346317e-01,3.499999999999999778e-01
9.368718263817199521e-02,6.882203738802243898e-01,3.499999999999999778e-01
1.144271866883350419e-01,6.750334897422015645e-01,3.499999999999999778e-01
1.338590784464066541e-01,6.599816581268492799e-01,3.499999999999999778e-01
1.520081373520923429e-01,6.434028362706443183e-01,3.499999999999999778e-01
1.689332674939051371e-01,6.255744591100542706e-01,3.499999999999999778e-01
1.847082531079909107e-01,6.067194902136381351e-01,3.499999999999999778e-01
1.994105254030439367e-01,5.870156991675179459e-01,3.499999999999999778e-01
2.131151531931450849e-01,5.666047578019454134e-01,3.499999999999999778e-01
2.258919421300758790e-01,5.456000624214923933e-01,3.499999999999999778e-01
2.378043259971503176e-01,5.240929864032026764e-01,3.499999999999999778e-01
2.489091953224940312e-01,5.021577810512893869e-01,3.499999999999999778e-01
2.592571968375905200e-01,4.798553285843207838e-01,3.499999999999999778e-01
2.688932113721916317e-01,4.572359715459843876e-01,3.499999999999999778e-01
2.778569432184292975e-01,4.343417483739320795e-01,3.499999999999999778e-01
2.861835061419832904e-01,4.112080684446463019e-01,3.499999999999999778e-01
2.939039475045016614e-01,3.878650270182804061e-01,3.499999999999999778e-01
3.010457181833782192e-01,3.643384242744233670e-01,3.499999999999999778e-01
3.076330882381914100e-01,3.406505554045636819e-01,3.499999999999999778e-01
3.136875043899816085e-01,3.168208496150937137e-01,3.499999999999999778e-01
3.192279013907450835e-01,2.928663784254706970e-01,3.499999999999999778e-01
3.242709723057363158e-01,2.688022624021755846e-01,3.499999999999999778e-01
3.288314013517141254e-01,2.446420051647993921e-01,3.499999999999999778e-01
3.329220654545564928e-01,2.203977660786840265e-01,3.499999999999999778e-01
3.365542040048429828e-01,1.960805888532798358e-01,3.499999999999999778e-01
3.397375333680445197e-01,1.717005802066560727e-01,3.499999999999999778e-01
3.424803780522272523e-01,1.472670831801289326e-01,3.499999999999999778e-01
