# Sxx,Syy,Sxy, Smises
5.096258756670180023e-01,6.087885864186334817e-03,-2.074929041186719496e-03,5.066221149246756816e-01
1.042978823430667223e-01,1.067790514443406558e+00,-2.839734563568874215e-02,1.020835721000965091e+00
4.500536673704764179e-01,1.061611065461642162e-01,1.664386148362226867e-05,4.074804161607852304e-01
3.352029377120128717e-01,2.751790302506240682e-01,3.663992569785148835e-05,3.095863253296854967e-01
2.816135866803165522e-01,5.088789292522893914e-01,1.259776405119819847e-04,4.415391307667194676e-01
5.103171512291726497e-01,4.353461284179181365e-03,-9.294133805679507046e-03,5.084093274841403609e-01
5.097116848986825710e-01,5.674039954682464672e-03,-1.777740966737908351e-02,5.078328276801560293e-01
5.081269770478734626e-01,6.812769541285615058e-03,-2.670401574309073239e-02,5.068698057792723199e-01
5.061963776214040145e-01,6.354989949114707957e-03,-3.501007403607514501e-02,5.066906369514405650e-01
5.051738417075133381e-01,1.059950628042152614e-02,-4.407586974791639217e-02,5.057533128444526849e-01
5.016351996506213107e-01,1.065924608210091530e-02,-5.415100696369577055e-02,5.051746576032732916e-01
4.967253696790435158e-01,1.375005839354808378e-02,-6.301673843744159953e-02,5.020044642429424275e-01
4.930363571459242533e-01,1.667846234844631154e-02,-7.148268671862459400e-02,5.004690357619515639e-01
4.892117439965031900e-01,1.989929502989673180e-02,-8.041256766394999644e-02,4.993873113084054682e-01
4.845794609485348237e-01,2.352023879683869806e-02,-8.978727179310569406e-02,4.981548890624552528e-01
4.797033089612968149e-01,2.718740485668660542e-02,-9.927503163130325936e-02,4.973722220386102011e-01
4.742974091475959941e-01,3.237434127864118744e-02,-1.087388354390072115e-01,4.961083219458456983e-01
4.687775562373406868e-01,3.690653767497899251e-02,-1.180639932493352529e-01,4.956115946186963606e-01
4.632093589870358574e-01,4.257020276574238760e-02,-1.277697527472023420e-01,4.956122932624584254e-01
4.609886698252687598e-01,4.859850389917951680e-02,-1.381161469096410799e-01,4.996971269999708753e-01
4.539551314460867903e-01,5.839609285107619230e-02,-1.496233771497658127e-01,5.001376050543094864e-01
4.485827881313225185e-01,6.846545147614635507e-02,-1.626996533639641640e-01,5.045940391581397177e-01
4.391648315952593751e-01,7.831244048802080138e-02,-1.722875307061260686e-01,5.036422317647616387e-01
4.365218785646542421e-01,9.181714589907502555e-02,-1.859771876299064763e-01,5.125076474459145937e-01
4.305031849065962257e-01,1.063012419831580180e-01,-1.992291769371470622e-01,5.195639689756861301e-01
4.273441245685520862e-01,1.277622176384680674e-01,-2.163184664889325204e-01,5.335998396194322480e-01
4.171182095378289656e-01,1.445749532821427041e-01,-2.297965513296444107e-01,5.412984732996287685e-01
4.141918039009456209e-01,1.719197196857873977e-01,-2.484518895721634923e-01,5.613274676235731064e-01
4.032527321583807556e-01,2.049122669092417193e-01,-2.687836414057400147e-01,5.819830833462020792e-01
3.942378027084361691e-01,2.419146456962013858e-01,-2.873456124382087751e-01,6.052080183597223773e-01
3.834278065266046864e-01,2.956589390410090945e-01,-3.092191482668633085e-01,6.386835503916117318e-01
3.630493459017770652e-01,3.529391825707906549e-01,-3.294695936695472560e-01,6.737115066824540532e-01
3.473684494914658361e-01,4.354877247715372435e-01,-3.503500877661891999e-01,7.261372145783946408e-01
3.142924769997708645e-01,5.253876964526164040e-01,-3.565751907360687478e-01,7.688460132721850471e-01
2.794647167878835381e-01,6.186120867657602940e-01,-3.539064282708355158e-01,8.146474514209971485e-01
2.326250474904118515e-01,7.477915201544390600e-01,-3.383995268876607287e-01,8.848131169005845065e-01
1.849635303255875440e-01,8.726771943180953173e-01,-2.956484436600733123e-01,9.468830683107466450e-01
1.286768485807135431e-01,9.598503801673317071e-01,-2.183396364693006575e-01,9.784562086264985137e-01
8.988311120667472065e-02,1.059966517165198407e+00,-1.398178093008678458e-01,1.046413858015499798e+00
4.500617863431545240e-01,1.060325638391037412e-01,-6.173650465969283919e-05,4.075258549624812265e-01
4.505612632800615747e-01,1.058721766843857270e-01,-1.328391418073625308e-04,4.080594577141924417e-01
4.508151809268937105e-01,1.047276020328536672e-01,-1.966507890471152261e-04,4.086435135149186770e-01
4.513413010924789970e-01,1.039219142127987272e-01,-1.897185901570399788e-04,4.093953960807435455e-01
4.520772019877248304e-01,1.024892186264953486e-01,-3.049508230192011430e-04,4.105424171582746640e-01
4.529044612909328693e-01,1.009705604918392646e-01,-3.456078364991654536e-04,4.118104493232246921e-01
4.540318508909042539e-01,9.926539721351194945e-02,-4.463756326024854722e-04,4.134361939099201466e-01
4.551141303157238971e-01,9.627490726093439199e-02,-4.991214386245149039e-04,4.154303865372435123e-01
4.565622025205455237e-01,9.408770624184685516e-02,-4.944891671553903068e-04,4.175468649181661718e-01
4.579691867709455577e-01,9.125706897025297193e-02,-6.905010349773279404e-04,4.198477502384808102e-01
4.596047107813882038e-01,8.790949144091861345e-02,-6.364133975686905951e-04,4.225661694163884707e-01
4.608560643563862635e-01,8.430393362097257648e-02,-7.683608461638144135e-04,4.250238315140379419e-01
4.639492821976399228e-01,8.138194474488780195e-02,-9.155968667887995566e-04,4.290890088161126714e-01
4.637243081102043751e-01,7.454986596244969621e-02,-9.161781170899104898e-04,4.313117776982077767e-01
4.686835640172432593e-01,7.417388539956795701e-02,-8.395582583313864616e-04,4.363531620869784966e-01
4.698692797610092287e-01,6.710119358650129540e-02,-1.036116882849097767e-03,4.401751257816076124e-01
4.723941045822163676e-01,6.245600928686979164e-02,-1.082359708700642627e-03,4.444734042266681451e-01
4.749227167614171741e-01,5.668276113841318881e-02,-1.152866324439419127e-03,4.492756155136978791e-01
4.793257147579556010e-01,5.221641463163000096e-02,-1.345466907359608045e-03,4.554738800012574362e-01
4.792069728607704637e-01,4.267103093317805435e-02,-1.745745714847007045e-03,4.593702504965353484e-01
4.864679648992431549e-01,4.083842986083165150e-02,-1.202854493994212886e-03,4.673934220112979654e-01
4.879438582250067991e-01,3.075135967657802172e-02,-1.088871857532710792e-03,4.733217454765582533e-01
4.925102574705533254e-01,2.453220042744969770e-02,-1.322725420344328861e-03,4.807193266660845232e-01
4.982136944632503117e-01,1.795435010120231822e-02,-1.553666297902103581e-03,4.894909422855202585e-01
4.996293644367242881e-01,5.565499702063360365e-03,-2.161099825308900307e-03,4.968840916882215075e-01
3.350650549435705838e-01,2.746564389300731879e-01,-2.296196916435168985e-05,3.093169527703463761e-01
