# X,Y
1.465939907208373832e-03,1.465939907208373832e-03
1.465939907208373832e-03,7.211417029598701442e-03
1.465939907208373832e-03,1.562499999999999827e-02
1.465939907208373832e-03,2.403858297040129682e-02
1.465939907208373832e-03,2.978406009279162270e-02
7.211417029598701442e-03,1.465939907208373832e-03
7.211417029598701442e-03,7.211417029598701442e-03
7.211417029598701442e-03,1.562500000000000000e-02
7.211417029598700575e-03,2.403858297040129682e-02
7.211417029598701442e-03,2.978406009279162270e-02
1.562499999999999827e-02,1.465939907208373832e-03
1.562500000000000000e-02,7.211417029598701442e-03
1.562500000000000000e-02,1.562500000000000000e-02
1.562500000000000000e-02,2.403858297040129682e-02
1.562499999999999827e-02,2.978406009279162270e-02
2.403858297040129335e-02,1.465939907208373832e-03
2.403858297040129682e-02,7.211417029598700575e-03
2.403858297040129682e-02,1.562500000000000000e-02
2.403858297040129682e-02,2.403858297040129682e-02
2.403858297040129682e-02,2.978406009279162617e-02
2.978406009279162270e-02,1.465939907208373832e-03
2.978406009279162270e-02,7.211417029598701442e-03
2.978406009279162270e-02,1.562499999999999827e-02
2.978406009279162617e-02,2.403858297040129335e-02
2.978406009279162270e-02,2.978406009279162270e-02
5.014659399072083357e-01,1.465939907208373832e-03
5.014659399072083357e-01,7.211417029598701442e-03
5.014659399072083357e-01,1.562499999999999827e-02
5.014659399072083357e-01,2.403858297040129682e-02
5.014659399072083357e-01,2.978406009279162270e-02
5.072114170295987101e-01,1.465939907208373832e-03
5.072114170295987101e-01,7.211417029598701442e-03
5.072114170295987101e-01,1.562500000000000000e-02
5.072114170295987101e-01,2.403858297040129682e-02
5.072114170295987101e-01,2.978406009279162270e-02
5.156250000000000000e-01,1.465939907208373832e-03
5.156250000000000000e-01,7.211417029598701442e-03
5.156250000000000000e-01,1.562500000000000000e-02
5.156250000000000000e-01,2.403858297040129682e-02
5.156250000000000000e-01,2.978406009279162270e-02
5.240385829704012899e-01,1.465939907208373832e-03
5.240385829704012899e-01,7.211417029598700575e-03
5.240385829704012899e-01,1.562500000000000000e-02
5.240385829704012899e-01,2.403858297040129682e-02
5.240385829704012899e-01,2.978406009279162617e-02
5.297840600927916643e-01,1.465939907208373832e-03
